cell_id,theta_skew_deg,z,regime
227,77.865,2.183,low
228,76.367,2.226,low
229,68.594,2.478,low
230,85.456,1.989,low
231,89.166,1.907,low
232,83.070,2.046,low
233,87.009,1.954,low
234,83.422,2.038,low
235,77.481,2.194,low
236,76.171,2.232,low
237,86.028,1.976,low
238,89.265,1.904,low
239,86.065,1.975,low
240,82.480,2.061,low
241,86.032,1.976,low
242,87.848,1.935,low
243,87.848,1.935,low
244,81.223,2.093,low
245,88.692,1.917,low
246,88.692,1.917,low
247,79.341,2.143,low
248,83.262,2.042,low
249,68.096,2.496,low
250,75.240,2.259,low
251,79.718,2.133,low
252,87.240,1.949,low
253,85.502,1.988,low
254,77.378,2.197,low
255,75.378,2.255,low
256,84.326,2.016,low
257,77.766,2.186,low
258,77.766,2.186,low
259,83.414,2.038,low
260,84.088,2.022,low
261,89.179,1.906,low
262,81.576,2.084,low
263,77.531,2.193,low
264,85.021,2.000,low
265,81.856,2.077,low
266,86.409,1.967,low
267,74.645,2.277,low
268,85.850,1.980,low
269,88.949,1.911,low
270,79.703,2.133,low
271,66.731,2.548,low
272,70.435,2.414,low
273,87.695,1.939,low
274,79.390,2.141,low
275,86.213,1.972,low
276,87.063,1.953,low
277,88.809,1.914,low
278,86.810,1.958,low
279,70.880,2.398,low
280,72.251,2.353,low
281,82.612,2.058,low
282,83.011,2.048,low
283,83.011,2.048,low
284,88.237,1.927,low
285,49.965,3.402,trans
286,74.387,2.285,low
287,75.871,2.241,low
288,87.736,1.938,low
289,86.554,1.964,low
290,86.554,1.964,low
291,80.729,2.106,low
292,87.903,1.934,low
293,82.314,2.065,low
294,83.393,2.039,low
295,84.326,2.016,low
296,65.588,2.592,low
297,83.977,2.024,low
298,86.057,1.975,low
299,79.683,2.133,low
300,73.082,2.326,low
301,79.045,2.151,low
302,64.003,2.656,low
303,77.825,2.184,low
304,79.050,2.151,low
305,88.995,1.910,low
306,80.755,2.105,low
307,87.638,1.940,low
308,82.203,2.068,low
309,81.377,2.089,low
310,68.636,2.477,low
311,80.761,2.105,low
312,79.525,2.138,low
313,86.910,1.956,low
314,86.910,1.956,low
315,89.978,1.889,low
316,89.978,1.889,low
317,86.353,1.969,low
318,86.998,1.954,low
319,85.678,1.984,low
320,76.160,2.232,low
321,83.860,2.027,low
322,87.262,1.948,low
323,87.262,1.948,low
324,87.194,1.950,low
325,84.644,2.008,low
326,84.156,2.020,low
327,84.156,2.020,low
328,84.644,2.008,low
329,88.002,1.932,low
330,82.603,2.058,low
331,87.918,1.934,low
332,66.541,2.555,low
333,70.403,2.415,low
334,88.002,1.932,low
335,79.465,2.139,low
336,89.969,1.890,low
337,77.481,2.194,low
338,81.157,2.095,low
339,82.589,2.058,low
340,88.220,1.927,low
341,78.387,2.169,low
342,89.666,1.896,low
343,87.671,1.939,low
344,86.367,1.968,low
345,85.933,1.978,low
346,86.367,1.968,low
347,68.280,2.490,low
348,82.721,2.055,low
349,66.024,2.575,low
350,68.280,2.490,low
351,78.948,2.153,low
352,79.118,2.149,low
353,78.895,2.155,low
354,82.368,2.064,low
355,82.368,2.064,low
356,88.096,1.930,low
357,78.463,2.167,low
358,85.866,1.980,low
359,85.866,1.980,low
360,88.096,1.930,low
361,85.033,1.999,low
362,86.767,1.959,low
363,69.388,2.450,low
364,43.931,3.870,trans
365,83.550,2.035,low
366,81.130,2.095,low
367,75.034,2.266,low
368,77.149,2.204,low
369,87.113,1.951,low
370,78.602,2.163,low
371,86.482,1.966,low
372,87.618,1.940,low
373,87.618,1.940,low
374,72.440,2.347,low
375,81.564,2.084,low
376,86.789,1.959,low
377,81.449,2.087,low
378,86.546,1.964,low
379,85.875,1.980,low
380,85.875,1.980,low
381,89.088,1.908,low
382,82.382,2.064,low
383,89.088,1.908,low
384,85.374,1.991,low
385,89.876,1.891,low
386,87.062,1.953,low
387,87.062,1.953,low
388,88.130,1.929,low
389,88.130,1.929,low
390,86.592,1.963,low
391,87.829,1.936,low
392,76.814,2.213,low
393,74.447,2.283,low
394,85.688,1.984,low
395,74.086,2.295,low
396,67.522,2.518,low
397,70.497,2.411,low
398,51.783,3.283,trans
399,82.042,2.072,low
400,70.497,2.411,low
401,85.230,1.995,low
402,71.652,2.373,low
403,77.080,2.206,low
404,72.197,2.355,low
405,87.983,1.932,low
406,87.576,1.941,low
407,82.825,2.053,low
408,87.576,1.941,low
409,71.839,2.366,low
410,80.253,2.118,low
411,82.455,2.062,low
412,77.533,2.193,low
413,73.772,2.304,low
414,77.533,2.193,low
415,81.190,2.094,low
416,83.506,2.036,low
417,73.552,2.311,low
418,67.593,2.515,low
419,65.643,2.590,low
420,79.682,2.133,low
421,86.924,1.956,low
422,87.021,1.954,low
423,87.021,1.954,low
424,81.945,2.075,low
425,79.882,2.128,low
426,76.319,2.227,low
427,85.356,1.992,low
428,73.498,2.313,low
429,79.882,2.128,low
430,82.037,2.072,low
431,72.480,2.345,low
432,89.619,1.897,low
433,89.619,1.897,low
434,82.781,2.054,low
435,76.882,2.211,low
436,70.302,2.418,low
437,82.454,2.062,low
438,86.434,1.967,low
439,83.841,2.028,low
440,83.841,2.028,low
441,87.326,1.947,low
442,87.326,1.947,low
443,89.189,1.906,low
444,86.805,1.958,low
445,67.542,2.517,low
446,78.060,2.178,low
447,89.189,1.906,low
448,84.348,2.015,low
449,85.810,1.981,low
450,78.730,2.159,low
451,77.531,2.193,low
452,88.991,1.910,low
453,89.687,1.895,low
454,75.597,2.249,low
455,89.402,1.902,low
456,82.781,2.054,low
457,74.271,2.289,low
458,77.032,2.207,low
459,77.381,2.197,low
460,83.805,2.029,low
461,76.459,2.223,low
462,85.190,1.996,low
463,85.008,2.000,low
464,83.683,2.031,low
465,82.800,2.053,low
466,89.891,1.891,low
467,89.891,1.891,low
468,85.344,1.992,low
469,89.972,1.889,low
470,89.754,1.894,low
471,87.571,1.941,low
472,71.011,2.394,low
473,86.239,1.971,low
474,86.239,1.971,low
475,86.762,1.959,low
476,87.190,1.950,low
477,86.762,1.959,low
478,84.410,2.014,low
479,86.568,1.964,low
480,86.761,1.959,low
481,86.761,1.959,low
482,85.906,1.979,low
483,76.120,2.233,low
484,68.029,2.499,low
485,84.702,2.007,low
486,89.397,1.902,low
487,89.397,1.902,low
488,87.153,1.951,low
489,82.893,2.051,low
490,89.366,1.902,low
491,85.707,1.984,low
492,73.938,2.299,low
493,77.144,2.204,low
494,77.739,2.187,low
495,84.702,2.007,low
496,82.056,2.072,low
497,83.206,2.043,low
498,87.343,1.946,low
499,83.206,2.043,low
500,81.387,2.089,low
501,89.493,1.900,low
502,89.493,1.900,low
503,69.042,2.462,low
504,81.096,2.096,low
505,81.096,2.096,low
506,84.958,2.001,low
507,72.262,2.353,low
508,79.831,2.129,low
509,79.831,2.129,low
510,82.664,2.057,low
511,82.664,2.057,low
512,87.209,1.949,low
513,75.652,2.247,low
514,77.836,2.184,low
515,77.836,2.184,low
516,81.635,2.082,low
517,72.877,2.333,low
518,83.083,2.046,low
519,61.133,2.781,low
520,85.042,1.999,low
521,87.650,1.940,low
522,87.650,1.940,low
523,84.502,2.012,low
524,85.916,1.979,low
525,85.916,1.979,low
526,81.161,2.095,low
527,79.397,2.141,low
528,78.053,2.178,low
529,80.061,2.123,low
530,86.402,1.968,low
531,86.402,1.968,low
532,82.118,2.070,low
533,67.599,2.515,low
534,78.964,2.153,low
535,82.118,2.070,low
536,71.765,2.369,low
537,63.355,2.683,low
538,84.202,2.019,low
539,85.139,1.997,low
540,84.526,2.011,low
541,77.191,2.202,low
542,89.405,1.901,low
543,78.826,2.157,low
544,77.363,2.197,low
545,86.284,1.970,low
546,83.850,2.027,low
547,85.407,1.990,low
548,78.594,2.163,low
549,71.988,2.362,low
550,82.182,2.069,low
551,81.793,2.078,low
552,84.517,2.011,low
553,84.137,2.021,low
554,80.205,2.120,low
555,80.205,2.120,low
556,82.365,2.064,low
557,82.365,2.064,low
558,61.372,2.770,low
559,84.324,2.016,low
560,83.070,2.046,low
561,72.265,2.352,low
562,89.824,1.893,low
563,88.063,1.930,low
564,66.351,2.562,low
565,69.642,2.441,low
566,89.891,1.891,low
567,80.253,2.118,low
568,83.535,2.035,low
569,72.845,2.334,low
570,83.032,2.047,low
571,83.886,2.027,low
572,83.884,2.027,low
573,83.886,2.027,low
574,38.765,4.385,trans
575,76.023,2.236,low
576,88.150,1.929,low
577,82.149,2.069,low
578,87.667,1.939,low
579,65.655,2.589,low
580,76.264,2.229,low
581,89.673,1.896,low
582,86.164,1.973,low
583,83.177,2.044,low
584,86.456,1.966,low
585,88.682,1.917,low
586,85.091,1.998,low
587,79.457,2.140,low
588,84.091,2.022,low
589,80.636,2.108,low
590,82.656,2.057,low
591,82.656,2.057,low
592,76.610,2.219,low
593,85.031,1.999,low
594,87.461,1.944,low
595,84.796,2.005,low
596,54.101,3.142,trans
597,86.093,1.975,low
598,86.093,1.975,low
599,76.662,2.218,low
600,88.022,1.931,low
601,85.333,1.992,low
602,67.205,2.530,low
603,79.457,2.140,low
604,69.195,2.457,low
605,78.459,2.167,low
606,82.831,2.052,low
607,89.237,1.905,low
608,62.960,2.700,low
609,79.716,2.133,low
610,61.821,2.750,low
611,84.257,2.018,low
612,80.372,2.115,low
613,75.841,2.242,low
614,86.226,1.972,low
615,82.351,2.064,low
616,71.577,2.375,low
617,85.031,1.999,low
618,78.163,2.175,low
619,58.661,2.898,low
620,80.338,2.116,low
621,76.681,2.217,low
622,76.681,2.217,low
623,80.421,2.114,low
624,81.422,2.088,low
625,73.085,2.326,low
626,75.284,2.258,low
627,72.719,2.338,low
628,86.280,1.970,low
629,76.494,2.222,low
630,84.946,2.001,low
631,84.243,2.018,low
632,86.384,1.968,low
633,69.405,2.449,low
634,81.723,2.080,low
635,81.723,2.080,low
636,82.935,2.050,low
637,82.215,2.068,low
638,80.454,2.113,low
639,77.050,2.206,low
640,76.725,2.216,low
641,83.416,2.038,low
642,75.552,2.250,low
643,87.864,1.935,low
644,72.433,2.347,low
645,87.108,1.952,low
646,86.968,1.955,low
647,73.591,2.310,low
648,88.241,1.927,low
649,72.425,2.347,low
650,89.530,1.899,low
651,71.611,2.374,low
652,88.818,1.914,low
653,76.840,2.212,low
654,86.918,1.956,low
655,86.754,1.960,low
656,73.063,2.327,low
657,86.918,1.956,low
658,85.103,1.998,low
659,80.727,2.106,low
660,83.826,2.028,low
661,81.880,2.076,low
662,81.880,2.076,low
663,89.286,1.904,low
664,80.974,2.099,low
665,86.472,1.966,low
666,86.472,1.966,low
667,87.859,1.935,low
668,85.177,1.996,low
669,84.406,2.014,low
670,65.270,2.605,low
671,81.990,2.073,low
672,74.130,2.293,low
673,65.023,2.614,low
674,82.601,2.058,low
675,87.891,1.934,low
676,72.735,2.337,low
677,86.425,1.967,low
678,86.751,1.960,low
679,85.982,1.977,low
680,83.826,2.028,low
681,80.381,2.115,low
682,85.338,1.992,low
683,82.351,2.064,low
684,80.362,2.115,low
685,62.289,2.729,low
686,83.293,2.041,low
687,83.293,2.041,low
688,63.511,2.677,low
689,63.511,2.677,low
690,84.014,2.023,low
691,89.973,1.889,low
692,85.967,1.977,low
693,81.878,2.076,low
694,88.176,1.928,low
695,78.425,2.168,low
696,89.525,1.899,low
697,89.525,1.899,low
698,70.418,2.414,low
699,68.254,2.491,low
700,81.759,2.079,low
701,71.697,2.371,low
702,87.328,1.947,low
703,87.328,1.947,low
704,81.411,2.088,low
705,87.637,1.940,low
706,59.240,2.870,low
707,87.829,1.936,low
708,83.536,2.035,low
709,76.539,2.221,low
710,74.335,2.287,low
711,76.468,2.223,low
712,83.493,2.036,low
713,48.691,3.491,trans
714,78.948,2.153,low
715,81.754,2.079,low
716,86.235,1.971,low
717,88.574,1.919,low
718,86.762,1.959,low
719,75.229,2.260,low
720,83.092,2.046,low
721,82.060,2.072,low
722,88.147,1.929,low
723,78.176,2.175,low
724,63.232,2.689,low
725,86.566,1.964,low
726,86.566,1.964,low
727,86.598,1.963,low
728,85.841,1.980,low
729,78.892,2.155,low
730,63.296,2.686,low
731,71.264,2.386,low
732,88.459,1.922,low
733,85.856,1.980,low
734,75.401,2.255,low
735,74.655,2.277,low
736,89.369,1.902,low
737,82.504,2.061,low
738,76.884,2.211,low
739,84.641,2.008,low
740,73.139,2.324,low
741,82.358,2.064,low
742,75.630,2.248,low
743,84.965,2.001,low
744,87.117,1.951,low
745,87.117,1.951,low
746,85.853,1.980,low
747,81.266,2.092,low
748,84.138,2.020,low
749,85.421,1.990,low
750,79.553,2.137,low
751,68.461,2.483,low
752,87.162,1.950,low
753,76.108,2.234,low
754,76.108,2.234,low
755,79.519,2.138,low
756,79.914,2.127,low
757,79.369,2.142,low
758,88.684,1.917,low
759,70.237,2.420,low
760,86.404,1.968,low
761,78.119,2.176,low
762,76.563,2.220,low
763,77.291,2.199,low
764,77.291,2.199,low
765,89.806,1.893,low
766,84.819,2.004,low
767,65.428,2.598,low
768,87.845,1.935,low
769,85.770,1.982,low
770,83.510,2.036,low
771,73.408,2.316,low
772,63.464,2.679,low
773,74.441,2.284,low
774,78.322,2.171,low
775,78.322,2.171,low
776,88.572,1.919,low
777,86.077,1.975,low
778,85.955,1.978,low
779,88.490,1.921,low
780,82.065,2.072,low
781,87.344,1.946,low
782,86.599,1.963,low
783,83.647,2.032,low
784,77.325,2.199,low
785,78.997,2.152,low
786,84.498,2.012,low
787,82.936,2.050,low
788,74.866,2.271,low
789,56.600,3.004,trans
790,89.878,1.891,low
791,76.388,2.225,low
792,69.693,2.439,low
793,76.466,2.223,low
794,76.706,2.216,low
795,87.773,1.937,low
796,81.931,2.075,low
797,49.318,3.447,trans
798,77.111,2.205,low
799,69.007,2.464,low
800,86.675,1.961,low
801,88.289,1.926,low
802,77.120,2.204,low
803,70.886,2.398,low
804,80.220,2.119,low
805,73.983,2.298,low
806,73.325,2.318,low
807,78.074,2.177,low
808,70.033,2.427,low
809,68.267,2.490,low
810,86.282,1.970,low
811,86.282,1.970,low
812,75.847,2.241,low
813,81.140,2.095,low
814,81.140,2.095,low
815,88.960,1.911,low
816,81.260,2.092,low
817,81.260,2.092,low
818,81.007,2.099,low
819,86.562,1.964,low
820,86.562,1.964,low
821,75.256,2.259,low
822,70.608,2.408,low
823,82.845,2.052,low
824,82.845,2.052,low
825,70.608,2.408,low
826,78.518,2.165,low
827,85.021,2.000,low
828,80.360,2.115,low
829,85.021,2.000,low
830,86.675,1.961,low
831,87.921,1.934,low
832,85.237,1.994,low
833,87.921,1.934,low
834,89.269,1.904,low
835,77.113,2.205,low
836,78.981,2.152,low
837,70.154,2.423,low
838,85.022,1.999,low
839,85.022,1.999,low
840,67.149,2.532,low
841,69.940,2.431,low
842,56.129,3.029,trans
843,73.049,2.327,low
844,83.316,2.040,low
845,70.969,2.395,low
846,83.399,2.038,low
847,85.782,1.982,low
848,84.085,2.022,low
849,85.782,1.982,low
850,72.281,2.352,low
851,86.535,1.965,low
852,22.738,7.477,high
853,84.584,2.010,low
854,85.821,1.981,low
855,85.821,1.981,low
856,77.865,2.183,low
857,70.071,2.426,low
858,84.552,2.011,low
859,45.150,3.765,trans
860,66.842,2.543,low
861,77.961,2.181,low
862,74.987,2.267,low
863,79.220,2.146,low
864,67.528,2.517,low
865,89.325,1.903,low
866,89.325,1.903,low
867,86.424,1.967,low
868,87.072,1.952,low
869,85.199,1.995,low
870,86.204,1.972,low
871,87.560,1.942,low
872,81.009,2.099,low
873,82.255,2.067,low
874,82.255,2.067,low
875,69.307,2.453,low
876,71.654,2.373,low
877,89.166,1.907,low
878,88.851,1.913,low
879,81.009,2.099,low
880,88.209,1.927,low
881,88.209,1.927,low
882,83.946,2.025,low
883,89.558,1.898,low
884,89.558,1.898,low
885,87.774,1.937,low
886,87.774,1.937,low
887,87.009,1.954,low
888,86.829,1.958,low
889,82.832,2.052,low
890,81.795,2.078,low
891,70.327,2.417,low
892,82.832,2.052,low
893,81.065,2.097,low
894,88.478,1.921,low
895,76.774,2.214,low
896,89.794,1.893,low
897,89.066,1.909,low
898,88.693,1.917,low
899,88.973,1.911,low
900,72.425,2.347,low
901,78.227,2.173,low
902,76.728,2.216,low
903,80.624,2.109,low
904,75.762,2.244,low
905,85.832,1.981,low
906,84.673,2.008,low
907,89.066,1.909,low
908,87.717,1.938,low
909,87.717,1.938,low
910,81.519,2.085,low
911,89.760,1.894,low
912,85.607,1.986,low
913,71.126,2.390,low
914,71.126,2.390,low
915,88.663,1.917,low
916,85.846,1.980,low
917,87.885,1.934,low
918,85.525,1.988,low
919,87.363,1.946,low
920,80.720,2.106,low
921,67.909,2.503,low
922,67.140,2.532,low
923,78.306,2.171,low
924,83.894,2.026,low
925,86.304,1.970,low
926,89.943,1.890,low
927,89.943,1.890,low
928,89.146,1.907,low
929,87.257,1.948,low
930,86.982,1.954,low
931,86.982,1.954,low
932,67.976,2.501,low
933,84.317,2.016,low
934,89.144,1.907,low
935,89.471,1.900,low
936,89.930,1.890,low
937,76.898,2.211,low
938,83.520,2.035,low
939,86.053,1.976,low
940,88.796,1.915,low
941,88.470,1.922,low
942,87.678,1.939,low
943,87.678,1.939,low
944,89.610,1.897,low
945,89.913,1.891,low
946,71.315,2.384,low
947,78.563,2.164,low
948,89.610,1.897,low
949,86.746,1.960,low
950,83.386,2.039,low
951,86.800,1.959,low
952,82.237,2.067,low
953,88.796,1.915,low
954,89.894,1.891,low
955,89.143,1.907,low
956,89.663,1.896,low
957,70.296,2.418,low
958,78.418,2.168,low
959,86.032,1.976,low
960,85.147,1.997,low
961,85.147,1.997,low
962,73.317,2.319,low
963,79.270,2.145,low
964,80.791,2.104,low
965,55.424,3.067,trans
966,82.250,2.067,low
967,89.692,1.895,low
968,86.009,1.977,low
969,88.830,1.914,low
970,87.255,1.948,low
971,68.315,2.488,low
972,76.192,2.231,low
973,81.974,2.074,low
974,76.192,2.231,low
975,75.946,2.238,low
976,83.367,2.039,low
977,83.367,2.039,low
978,80.934,2.100,low
979,80.934,2.100,low
980,67.436,2.521,low
981,84.961,2.001,low
982,79.620,2.135,low
983,87.340,1.946,low
984,83.262,2.042,low
985,72.905,2.332,low
986,77.377,2.197,low
987,83.027,2.048,low
988,68.660,2.476,low
989,67.085,2.534,low
990,50.616,3.359,trans
991,81.644,2.082,low
992,81.644,2.082,low
993,82.382,2.064,low
994,77.617,2.190,low
995,83.044,2.047,low
996,82.290,2.066,low
997,88.055,1.931,low
998,89.166,1.907,low
999,89.166,1.907,low
1000,72.153,2.356,low
1001,84.788,2.005,low
1002,87.240,1.949,low
1003,82.984,2.049,low
1004,88.312,1.925,low
1005,67.260,2.528,low
1006,86.028,1.976,low
1007,78.151,2.175,low
1008,87.113,1.951,low
1009,87.158,1.950,low
1010,86.842,1.958,low
1011,72.980,2.329,low
1012,85.614,1.986,low
1013,86.842,1.958,low
1014,77.531,2.193,low
1015,81.044,2.098,low
1016,86.654,1.962,low
1017,76.564,2.220,low
1018,79.703,2.133,low
1019,87.547,1.942,low
1020,81.393,2.089,low
1021,85.921,1.979,low
1022,69.178,2.457,low
1023,85.921,1.979,low
1024,88.949,1.911,low
1025,87.691,1.939,low
1026,82.805,2.053,low
1027,66.853,2.543,low
1028,86.654,1.962,low
1029,82.499,2.061,low
1030,79.133,2.148,low
1031,79.133,2.148,low
1032,84.645,2.008,low
1033,84.785,2.005,low
1034,83.918,2.026,low
1035,84.610,2.009,low
1036,76.967,2.209,low
1037,73.560,2.311,low
1038,81.531,2.085,low
1039,81.531,2.085,low
1040,77.252,2.201,low
1041,89.447,1.901,low
1042,89.885,1.891,low
1043,64.855,2.621,low
1044,87.695,1.939,low
1045,73.559,2.311,low
1046,76.642,2.218,low
1047,63.388,2.682,low
1048,77.392,2.197,low
1049,78.751,2.159,low
1050,82.457,2.062,low
1051,77.167,2.203,low
1052,89.107,1.908,low
1053,74.520,2.281,low
1054,71.657,2.372,low
1055,75.880,2.240,low
1056,84.140,2.020,low
1057,84.713,2.007,low
1058,89.107,1.908,low
1059,83.292,2.041,low
1060,74.963,2.268,low
1061,86.466,1.966,low
1062,83.057,2.047,low
1063,87.619,1.940,low
1064,67.557,2.516,low
1065,80.395,2.115,low
1066,88.117,1.929,low
1067,87.676,1.939,low
1068,88.016,1.931,low
1069,87.462,1.944,low
1070,86.284,1.970,low
1071,86.284,1.970,low
1072,87.135,1.951,low
1073,85.811,1.981,low
1074,88.016,1.931,low
1075,66.944,2.539,low
1076,87.780,1.937,low
1077,87.218,1.949,low
1078,88.924,1.912,low
1079,81.813,2.078,low
1080,88.924,1.912,low
1081,76.844,2.212,low
1082,82.637,2.057,low
1083,85.469,1.989,low
1084,85.636,1.985,low
1085,78.508,2.165,low
1086,85.761,1.982,low
1087,88.237,1.927,low
1088,70.224,2.421,low
1089,85.593,1.986,low
1090,89.297,1.904,low
1091,89.423,1.901,low
1092,67.941,2.502,low
1093,68.655,2.476,low
1094,68.096,2.496,low
1095,83.205,2.043,low
1096,86.782,1.959,low
1097,86.456,1.966,low
1098,89.562,1.898,low
1099,89.562,1.898,low
1100,88.584,1.919,low
1101,88.584,1.919,low
1102,78.598,2.163,low
1103,77.971,2.180,low
1104,77.837,2.184,low
1105,87.790,1.936,low
1106,88.502,1.921,low
1107,80.128,2.122,low
1108,65.588,2.592,low
1109,84.326,2.016,low
1110,65.835,2.582,low
1111,58.149,2.924,low
1112,52.873,3.215,trans
1113,85.099,1.998,low
1114,85.099,1.998,low
1115,83.977,2.024,low
1116,86.057,1.975,low
1117,79.259,2.145,low
1118,71.631,2.373,low
1119,71.631,2.373,low
1120,70.105,2.425,low
1121,83.479,2.036,low
1122,66.852,2.543,low
1123,83.479,2.036,low
1124,78.467,2.167,low
1125,53.744,3.163,trans
1126,85.088,1.998,low
1127,84.734,2.006,low
1128,85.807,1.981,low
1129,85.088,1.998,low
1130,86.126,1.974,low
1131,89.775,1.894,low
1132,85.466,1.989,low
1133,86.126,1.974,low
1134,76.573,2.220,low
1135,79.683,2.133,low
1136,82.536,2.060,low
1137,82.536,2.060,low
1138,66.349,2.562,low
1139,77.956,2.181,low
1140,87.638,1.940,low
1141,84.734,2.006,low
1142,85.289,1.993,low
1143,80.257,2.118,low
1144,83.480,2.036,low
1145,73.038,2.328,low
1146,81.657,2.082,low
1147,89.708,1.895,low
1148,80.244,2.119,low
