seed,du0,du1,ramp_steps,L_pre,L_post,Pe_pre,Pe_post,entropy_pre,entropy_post,t_reorg,t_intervention_steps,intervention_ratio
20269307,0.2,2.0,1,31.99017916797628,10.181829455260713,52.723176623509744,0.1636324172176367,0.6056403628979367,0.7984669641285256,1140.9999999999172,1.0,1140.9999999999172
20272307,0.2,2.0,800,31.959004008188916,10.370723365040014,52.65954880965514,0.15558923109654,0.6336292581119818,0.8323126292353942,1251.3762856993808,800.0,1.564220357124226
