mesh_type,mesh_name,mesh_folder,theta_target,scheme,alpha,l2_error,cmax,time_ms,throughput_cells_per_s,n_cells,z_mean,z_min,z_max,regime_high_pct,regime_trans_pct,regime_low_pct
controlled,skew_10deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_10deg,10.0,gg,nan,0.8834831117404446,184.7409517271714,1.579749999109481,10703592.346593924,16909,6.3074938597457475,1.8939372252770228,170.34679714771963,38.695369329942636,59.89709622094742,1.4075344491099415
controlled,skew_10deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_10deg,10.0,wlsq,nan,0.043142993418171835,26.731476617739133,3.6246250001568114,4665034.313692719,16909,6.3074938597457475,1.8939372252770228,170.34679714771963,38.695369329942636,59.89709622094742,1.4075344491099415
controlled,skew_10deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_10deg,10.0,glsq,0.0,0.043142993418171835,26.731476617739133,3.4572909999042167,4890823.480137616,16909,6.3074938597457475,1.8939372252770228,170.34679714771963,38.695369329942636,59.89709622094742,1.4075344491099415
controlled,skew_10deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_10deg,10.0,glsq,0.5,0.441973654272594,92.65034779099021,3.463250000095286,4882408.142506251,16909,6.3074938597457475,1.8939372252770228,170.34679714771963,38.695369329942636,59.89709622094742,1.4075344491099415
controlled,skew_10deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_10deg,10.0,glsq,1.0,0.8834831117404446,184.7409517271714,3.6080410000067786,4686476.678055552,16909,6.3074938597457475,1.8939372252770228,170.34679714771963,38.695369329942636,59.89709622094742,1.4075344491099415
controlled,skew_30deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_30deg,30.0,gg,nan,2.153618270976065,32940.42752447679,1.2524169997050194,11968058.564783411,14989,7.6567846763348015,1.9296516637251053,340.0,43.05157115217826,50.910667823070256,6.037761024751485
controlled,skew_30deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_30deg,30.0,wlsq,nan,0.3893368063312197,56.980259389577206,1.7703339999570744,8466763.898995016,14989,7.6567846763348015,1.9296516637251053,340.0,43.05157115217826,50.910667823070256,6.037761024751485
controlled,skew_30deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_30deg,30.0,glsq,0.0,0.3893368063312197,56.980259389577206,3.5570420004660264,4213894.578145609,14989,7.6567846763348015,1.9296516637251053,340.0,43.05157115217826,50.910667823070256,6.037761024751485
controlled,skew_30deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_30deg,30.0,glsq,0.5,1.113918699792286,16469.842410431185,3.3263329996771063,4506163.394180622,14989,7.6567846763348015,1.9296516637251053,340.0,43.05157115217826,50.910667823070256,6.037761024751485
controlled,skew_30deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_30deg,30.0,glsq,1.0,2.153618270976065,32940.42752447679,2.8467089996411232,5265378.372671609,14989,7.6567846763348015,1.9296516637251053,340.0,43.05157115217826,50.910667823070256,6.037761024751485
controlled,skew_50deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_50deg,50.0,gg,nan,3.779751044776343,115853.39588219397,0.8890829994925298,10599685.299774064,9424,13.968182629894272,1.9794046007238155,340.0,52.54668930390493,40.492359932088284,6.960950764006792
controlled,skew_50deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_50deg,50.0,wlsq,nan,0.267183395548046,343.831383088042,0.8889159998943796,10601676.650121894,9424,13.968182629894272,1.9794046007238155,340.0,52.54668930390493,40.492359932088284,6.960950764006792
controlled,skew_50deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_50deg,50.0,glsq,0.0,0.267183395548046,343.831383088042,1.6814999999041902,5604519.774330638,9424,13.968182629894272,1.9794046007238155,340.0,52.54668930390493,40.492359932088284,6.960950764006792
controlled,skew_50deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_50deg,50.0,glsq,0.5,1.8980336099271122,57926.32034387634,2.403542000138259,3920880.1008918933,9424,13.968182629894272,1.9794046007238155,340.0,52.54668930390493,40.492359932088284,6.960950764006792
controlled,skew_50deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_50deg,50.0,glsq,1.0,3.779751044776343,115853.39588219397,1.7937499997060513,5253797.910268625,9424,13.968182629894272,1.9794046007238155,340.0,52.54668930390493,40.492359932088284,6.960950764006792
controlled,skew_60deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_60deg,60.0,gg,nan,3.576430814270019,178230.11043293684,0.6594579999728012,11227401.897172181,7404,15.58940889184502,1.9311289272585284,340.0,52.94435440302539,36.426256077795784,10.629389519178822
controlled,skew_60deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_60deg,60.0,wlsq,nan,0.2933131453583667,452.1137595259006,0.7760829994367668,9540216.710549472,7404,15.58940889184502,1.9311289272585284,340.0,52.94435440302539,36.426256077795784,10.629389519178822
controlled,skew_60deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_60deg,60.0,glsq,0.0,0.2933131453583667,452.1137595259006,1.6490420002810424,4489879.577802235,7404,15.58940889184502,1.9311289272585284,340.0,52.94435440302539,36.426256077795784,10.629389519178822
controlled,skew_60deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_60deg,60.0,glsq,0.5,1.7995770960729844,89116.83793052883,1.3896660002501449,5327898.933029414,7404,15.58940889184502,1.9311289272585284,340.0,52.94435440302539,36.426256077795784,10.629389519178822
controlled,skew_60deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_60deg,60.0,glsq,1.0,3.576430814270019,178230.11043293684,1.4331669999592123,5166180.912769214,7404,15.58940889184502,1.9311289272585284,340.0,52.94435440302539,36.426256077795784,10.629389519178822
controlled,skew_70deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_70deg,70.0,gg,nan,3.555300941933639,190701.72065218474,0.4935409997415263,11174350.262467101,5515,17.322749676869815,1.9772526651285776,340.0,56.35539437896645,37.75158658204896,5.893019038984588
controlled,skew_70deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_70deg,70.0,wlsq,nan,0.34098824908955294,791.5307327196153,0.6234170004972839,8846406.170509987,5515,17.322749676869815,1.9772526651285776,340.0,56.35539437896645,37.75158658204896,5.893019038984588
controlled,skew_70deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_70deg,70.0,glsq,0.0,0.34098824908955294,791.5307327196153,1.5785000005053007,3493823.2488023876,5515,17.322749676869815,1.9772526651285776,340.0,56.35539437896645,37.75158658204896,5.893019038984588
controlled,skew_70deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_70deg,70.0,glsq,0.5,1.7940790389448158,95350.51767282655,1.060042000062822,5202624.046663398,5515,17.322749676869815,1.9772526651285776,340.0,56.35539437896645,37.75158658204896,5.893019038984588
controlled,skew_70deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_70deg,70.0,glsq,1.0,3.555300941933639,190701.72065218474,1.1397919997762074,4838602.13186515,5515,17.322749676869815,1.9772526651285776,340.0,56.35539437896645,37.75158658204896,5.893019038984588
controlled,skew_80deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_80deg,80.0,gg,nan,5.234306653599961,255938.72310187912,0.3578750001906883,11073698.911319247,3963,15.134943505016947,1.8956009824028879,340.0,54.22659601312137,38.70804945748171,7.065354529396922
controlled,skew_80deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_80deg,80.0,wlsq,nan,0.4626104727107721,392.5984714186963,0.4988330001651775,7944542.559709843,3963,15.134943505016947,1.8956009824028879,340.0,54.22659601312137,38.70804945748171,7.065354529396922
controlled,skew_80deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_80deg,80.0,glsq,0.0,0.4626104727107721,392.5984714186963,0.8239170001616003,4809950.515916907,3963,15.134943505016947,1.8956009824028879,340.0,54.22659601312137,38.70804945748171,7.065354529396922
controlled,skew_80deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_80deg,80.0,glsq,0.5,2.6363452835218646,127970.44159791939,0.8573330005674507,4622474.577995918,3963,15.134943505016947,1.8956009824028879,340.0,54.22659601312137,38.70804945748171,7.065354529396922
controlled,skew_80deg,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes_v3/skew_80deg,80.0,glsq,1.0,5.234306653599961,255938.72310187912,0.7371669998974539,5375986.717461968,3963,15.134943505016947,1.8956009824028879,340.0,54.22659601312137,38.70804945748171,7.065354529396922
mixed,mixed_production,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes/mixed_production,,gg,nan,1.6662555586589305,66749.92387757779,2.132000000528933,10462476.54524674,22306,2.1472965882139334,1.88891911,26.4464586,0.053797184614005206,2.1025732986640366,97.84362951672195
mixed,mixed_production,/Users/velocityworks/IdeaProjects/research/gradient-z-classifier/setup_1/meshes/mixed_production,,wlsq,nan,0.105011314410248,82.7828170952602,2.651959000104398,8411140.594225587,22306,2.1472965882139334,1.88891911,26.4464586,0.053797184614005206,2.1025732986640366,97.84362951672195
