exp,nu,noise_rel,tau,rmse_fwd,rmse_bwd,growth_ratio,skill,loss_rate,capacity,z_tau,verdict
exp1,0.0002,0.05,2.3944861188175652,9.755647468157399e-14,6.503938044051886e+38,6.503938044051886e+50,0.0,1175.058515733186,22700,0.12394983721240023,Inconclusive
exp1,0.0002,0.05,2.6316269840244892,1.0709143454684971e-13,9.393690330167055e+42,9.393690330167055e+54,0.0,1199.8659166343286,22700,0.13910130059146159,Inconclusive
exp1,0.0002,0.05,2.8687678492314133,1.1666408976394713e-13,1.3752564231757623e+47,1.3752564231757624e+59,0.0,1225.7477022297214,22700,0.15490685460026013,Inconclusive
exp1,0.0002,0.05,3.105112939722878,1.2630401737891908e-13,1.9763330827422224e+51,1.9763330827422226e+63,0.0,1252.7283732695678,22700,0.1713596071276355,Inconclusive
exp1,0.0002,0.05,3.342253804929802,1.3578204985676664e-13,2.974294544494198e+55,2.9742945444941984e+67,0.0,1281.1110075377176,22700,0.18862546869957658,Inconclusive
exp1,0.0002,0.05,3.578598895421266,1.4535125516363415e-13,4.395543134967439e+59,4.3955431349674394e+71,0.0,1310.8291262854323,22700,0.20664897195643483,Inconclusive
exp1,0.0002,0.05,3.8157397606281904,1.5511211491726256e-13,6.804775574218658e+63,6.804775574218658e+75,0.0,1342.212894109474,22700,0.2256182866643769,Inconclusive
exp1,0.0002,0.05,4.052880625835114,1.6489329279828425e-13,1.0680568632818733e+68,1.0680568632818733e+80,0.0,1375.3055826196864,22700,0.2455484295331366,Inconclusive
exp1,0.0002,0.05,4.2892257163265795,1.7445868782325619e-13,1.6440488627703566e+72,1.6440488627703566e+84,0.0,1410.1435745546833,22700,0.26645040016267113,Inconclusive
exp1,0.0002,0.05,4.5263665815335035,1.8428556378574554e-13,2.6454294895901902e+76,2.6454294895901902e+88,0.0,1447.1372271814882,22700,0.2885583076655218,Inconclusive
exp1,0.0002,0.05,4.7635074467404275,1.938762859403514e-13,4.302009282256016e+80,4.3020092822560164e+92,0.0,1486.3647901489999,22700,0.31190791834570636,Inconclusive
exp1,0.0002,0.05,4.999852537231892,2.0365665796647896e-13,6.833838365228502e+84,6.8338383652285025e+96,0.0,1527.880807894523,22700,0.33652769753036754,Inconclusive
exp1,0.0005,0.01,0.4997465213085514,1.8096614220964727e-14,1.8580482990838223e+18,1.8580482990838224e+30,4.405286343612335e-05,983.1852665444369,22700,0.021644130910703285,Inconclusive
exp1,0.0005,0.01,0.7368873865154757,2.6699034867111953e-14,4.996033288575612e+28,4.996033288575612e+40,0.0,1011.4778844084774,22700,0.03283459448281786,Inconclusive
exp1,0.0005,0.01,0.9740282517223995,3.5426288210890344e-14,1.4637567903877572e+39,1.4637567903877572e+51,0.0,1041.6768358897978,22700,0.044697033802707516,Inconclusive
exp1,0.0005,0.01,1.210373342213864,4.40097221890828e-14,4.1324581625630714e+49,4.1324581625630714e+61,0.0,1073.99515040429,22700,0.057265863423626516,Inconclusive
exp1,0.0005,0.01,1.4475142074207883,5.2796687803774626e-14,1.3039345770999338e+60,1.3039345770999337e+72,0.0,1108.9078163380475,22700,0.07071188629380114,Inconclusive
exp1,0.0005,0.01,1.6838592979122529,6.153225326347462e-14,3.887740008594458e+70,3.887740008594458e+82,0.0,1146.333833398516,22700,0.0850336953250875,Inconclusive
exp1,0.0005,0.01,1.9210001631191767,7.012202991634733e-14,1.2853271637281057e+81,1.2853271637281058e+93,0.0,1186.617682962882,22700,0.10041818337144476,Inconclusive
exp1,0.0005,0.01,2.158141028326101,7.878743164867074e-14,4.341016983652901e+91,4.3410169836529014e+103,0.0,1229.7734146794678,22700,0.11691737717023998,Inconclusive
exp1,0.0005,0.01,2.3944861188175652,8.739179352480936e-14,1.3802907517512319e+102,1.3802907517512318e+114,0.0,1275.9167655398098,22700,0.1345887658084441,Inconclusive
exp1,0.0005,0.01,2.6316269840244892,9.610351220620236e-14,4.861169112688993e+112,4.861169112688993e+124,0.0,1325.8056762144672,22700,0.15370158559906727,Inconclusive
exp1,0.0005,0.01,2.8687678492314133,1.047420601257946e-13,1.7463589667958137e+123,1.7463589667958138e+135,0.0,1379.8945210258623,22700,0.174387534680598,Inconclusive
exp1,0.0005,0.01,3.105112939722878,1.1343027408524123e-13,5.886889318474862e+133,5.886889318474862e+145,0.0,1438.6969359640184,22700,0.19679808247583833,Inconclusive
exp1,0.0005,0.01,3.342253804929802,1.221087376100754e-13,2.1866060704771428e+144,2.1866060704771427e+156,0.0,1503.3298282611672,22700,0.22134404575199787,Inconclusive
exp1,0.0005,0.01,3.578598895421266,1.306370199720111e-13,inf,inf,0.0,1573.9600699489752,22700,0.24813091487914454,Inconclusive
exp1,0.0005,0.01,3.8157397606281904,1.3922860281590906e-13,inf,inf,0.0,1651.5824315997115,22700,0.27762153093436154,Inconclusive
exp1,0.0005,0.01,4.052880625835114,1.4788609137998063e-13,inf,inf,0.0,1736.571508034322,22700,0.31004920794227186,Inconclusive
exp1,0.0005,0.01,4.2892257163265795,1.5655327975569785e-13,inf,inf,0.0,1829.5362297278812,22700,0.34569576411894276,Inconclusive
exp1,0.0005,0.01,4.5263665815335035,1.65208227373696e-13,inf,inf,0.0,1932.6594820901337,22700,0.38537115829148144,Inconclusive
exp1,0.0005,0.01,4.7635074467404275,1.7374188686354183e-13,inf,inf,0.0,2047.903957992057,22700,0.42974474687684405,Inconclusive
exp1,0.0005,0.01,4.999852537231892,1.823869921865426e-13,inf,inf,0.0,2177.6839398011693,22700,0.4796519194583268,Inconclusive
exp1,0.0005,0.02,0.4997465213085514,1.8096614220964727e-14,4.2957095732058895e+18,4.2957095732058897e+30,0.0,983.1852665444369,22700,0.021645084438652127,Inconclusive
exp1,0.0005,0.02,0.7368873865154757,2.6699034867111953e-14,1.1287866094327401e+29,1.12878660943274e+41,0.0,1011.4778844084774,22700,0.03283459448281786,Inconclusive
exp1,0.0005,0.02,0.9740282517223995,3.5426288210890344e-14,3.307718478789953e+39,3.3077184787899526e+51,0.0,1041.6768358897978,22700,0.044697033802707516,Inconclusive
exp1,0.0005,0.02,1.210373342213864,4.40097221890828e-14,9.49254375184247e+49,9.492543751842471e+61,0.0,1073.99515040429,22700,0.057265863423626516,Inconclusive
exp1,0.0005,0.02,1.4475142074207883,5.2796687803774626e-14,3.0702104807449573e+60,3.0702104807449575e+72,0.0,1108.9078163380475,22700,0.07071188629380114,Inconclusive
exp1,0.0005,0.02,1.6838592979122529,6.153225326347462e-14,9.421303000368557e+70,9.421303000368557e+82,0.0,1146.333833398516,22700,0.0850336953250875,Inconclusive
exp1,0.0005,0.02,1.9210001631191767,7.012202991634733e-14,3.213501524221206e+81,3.2135015242212065e+93,0.0,1186.617682962882,22700,0.10041818337144476,Inconclusive
exp1,0.0005,0.02,2.158141028326101,7.878743164867074e-14,1.1210611387082245e+92,1.1210611387082246e+104,0.0,1229.7734146794678,22700,0.11691737717023998,Inconclusive
exp1,0.0005,0.02,2.3944861188175652,8.739179352480936e-14,3.6814634413072003e+102,3.6814634413072005e+114,0.0,1275.9167655398098,22700,0.1345887658084441,Inconclusive
exp1,0.0005,0.02,2.6316269840244892,9.610351220620236e-14,1.3371823153195518e+113,1.3371823153195518e+125,0.0,1325.8056762144672,22700,0.15370158559906727,Inconclusive
exp1,0.0005,0.02,2.8687678492314133,1.047420601257946e-13,4.9395818087469893e+123,4.9395818087469893e+135,0.0,1379.8945210258623,22700,0.174387534680598,Inconclusive
exp1,0.0005,0.02,3.105112939722878,1.1343027408524123e-13,1.70518523993575e+134,1.7051852399357502e+146,0.0,1438.6969359640184,22700,0.19679808247583833,Inconclusive
exp1,0.0005,0.02,3.342253804929802,1.221087376100754e-13,6.457955805148371e+144,6.457955805148371e+156,0.0,1503.3298282611672,22700,0.22134404575199787,Inconclusive
exp1,0.0005,0.02,3.578598895421266,1.306370199720111e-13,inf,inf,0.0,1573.9600699489752,22700,0.24813091487914454,Inconclusive
exp1,0.0005,0.02,3.8157397606281904,1.3922860281590906e-13,inf,inf,0.0,1651.5824315997115,22700,0.27762153093436154,Inconclusive
exp1,0.0005,0.02,4.052880625835114,1.4788609137998063e-13,inf,inf,0.0,1736.571508034322,22700,0.31004920794227186,Inconclusive
exp1,0.0005,0.02,4.2892257163265795,1.5655327975569785e-13,inf,inf,0.0,1829.5362297278812,22700,0.34569576411894276,Inconclusive
exp1,0.0005,0.02,4.5263665815335035,1.65208227373696e-13,inf,inf,0.0,1932.6594820901337,22700,0.38537115829148144,Inconclusive
exp1,0.0005,0.02,4.7635074467404275,1.7374188686354183e-13,inf,inf,0.0,2047.903957992057,22700,0.42974474687684405,Inconclusive
exp1,0.0005,0.02,4.999852537231892,1.823869921865426e-13,inf,inf,0.0,2177.6839398011693,22700,0.4796519194583268,Inconclusive
exp1,0.0005,0.05,0.4997465213085514,1.8096614220964727e-14,1.2464471299155427e+19,1.2464471299155427e+31,0.0,983.1852665444369,22700,0.021645084438652127,Inconclusive
exp1,0.0005,0.05,0.7368873865154757,2.6699034867111953e-14,3.536587661060503e+29,3.5365876610605026e+41,0.0,1011.4778844084774,22700,0.03283459448281786,Inconclusive
exp1,0.0005,0.05,0.9740282517223995,3.5426288210890344e-14,1.094214791858244e+40,1.0942147918582441e+52,0.0,1041.6768358897978,22700,0.044697033802707516,Inconclusive
exp1,0.0005,0.05,1.210373342213864,4.40097221890828e-14,3.2764426899127874e+50,3.2764426899127874e+62,0.0,1073.99515040429,22700,0.057265863423626516,Inconclusive
exp1,0.0005,0.05,1.4475142074207883,5.2796687803774626e-14,1.1002047938017808e+61,1.1002047938017808e+73,0.0,1108.9078163380475,22700,0.07071188629380114,Inconclusive
exp1,0.0005,0.05,1.6838592979122529,6.153225326347462e-14,3.498022711027991e+71,3.498022711027991e+83,0.0,1146.333833398516,22700,0.0850336953250875,Inconclusive
exp1,0.0005,0.05,1.9210001631191767,7.012202991634733e-14,1.2351682190184327e+82,1.2351682190184327e+94,0.0,1186.617682962882,22700,0.10041818337144476,Inconclusive
exp1,0.0005,0.05,2.158141028326101,7.878743164867074e-14,4.4541746599425244e+92,4.454174659942524e+104,0.0,1229.7734146794678,22700,0.11691737717023998,Inconclusive
exp1,0.0005,0.05,2.3944861188175652,8.739179352480936e-14,1.507809652528967e+103,1.507809652528967e+115,0.0,1275.9167655398098,22700,0.1345887658084441,Inconclusive
exp1,0.0005,0.05,2.6316269840244892,9.610351220620236e-14,5.624570617122257e+113,5.624570617122257e+125,0.0,1325.8056762144672,22700,0.15370158559906727,Inconclusive
exp1,0.0005,0.05,2.8687678492314133,1.047420601257946e-13,2.1242536142756954e+124,2.1242536142756956e+136,0.0,1379.8945210258623,22700,0.174387534680598,Inconclusive
exp1,0.0005,0.05,3.105112939722878,1.1343027408524123e-13,7.462758177084643e+134,7.462758177084643e+146,0.0,1438.6969359640184,22700,0.19679808247583833,Inconclusive
exp1,0.0005,0.05,3.342253804929802,1.221087376100754e-13,2.864576048812125e+145,2.8645760488121256e+157,0.0,1503.3298282611672,22700,0.22134404575199787,Inconclusive
exp1,0.0005,0.05,3.578598895421266,1.306370199720111e-13,inf,inf,0.0,1573.9600699489752,22700,0.24813091487914454,Inconclusive
exp1,0.0005,0.05,3.8157397606281904,1.3922860281590906e-13,inf,inf,0.0,1651.5824315997115,22700,0.27762153093436154,Inconclusive
exp1,0.0005,0.05,4.052880625835114,1.4788609137998063e-13,inf,inf,0.0,1736.571508034322,22700,0.31004920794227186,Inconclusive
exp1,0.0005,0.05,4.2892257163265795,1.5655327975569785e-13,inf,inf,0.0,1829.5362297278812,22700,0.34569576411894276,Inconclusive
exp1,0.0005,0.05,4.5263665815335035,1.65208227373696e-13,inf,inf,0.0,1932.6594820901337,22700,0.38537115829148144,Inconclusive
exp1,0.0005,0.05,4.7635074467404275,1.7374188686354183e-13,inf,inf,0.0,2047.903957992057,22700,0.42974474687684405,Inconclusive
exp1,0.0005,0.05,4.999852537231892,1.823869921865426e-13,inf,inf,0.0,2177.6839398011693,22700,0.4796519194583268,Inconclusive
exp1,0.001,0.01,0.4997465213085514,1.6898709670096843e-14,3.5826086580987474e+40,3.5826086580987475e+52,0.0,738.7031154159419,22700,0.01626274503122935,Inconclusive
exp1,0.001,0.01,0.7368873865154757,2.4869099824433206e-14,4.9637056288060943e+61,4.9637056288060946e+73,0.0,767.8488583954555,22700,0.024925909185106558,Inconclusive
exp1,0.001,0.01,0.9740282517223995,3.291916440135594e-14,7.387115931429749e+82,7.38711593142975e+94,0.0,799.1194511366946,22700,0.034289203608283615,Inconclusive
exp1,0.001,0.01,1.210373342213864,4.1178364099331654e-14,9.602030281502995e+103,9.602030281502994e+115,0.0,832.7702437792677,22700,0.04440365212596329,Inconclusive
exp1,0.001,0.01,1.4475142074207883,4.9409640435557605e-14,1.4875029967829776e+125,1.4875029967829776e+137,0.0,869.3039321382312,22700,0.05543303049942055,Inconclusive
exp1,0.001,0.01,1.6838592979122529,5.753594836974716e-14,1.9657151894306483e+146,1.9657151894306484e+158,0.0,908.6895972805502,22700,0.06740552543158568,Inconclusive
exp1,0.001,0.01,1.9210001631191767,6.564688619768329e-14,inf,inf,0.0,951.5146825638302,22700,0.08052246081125151,Inconclusive
exp1,0.001,0.01,2.158141028326101,7.370753581627366e-14,inf,inf,0.0,998.1686887830399,22700,0.0948981850419888,Inconclusive
exp1,0.001,0.01,2.3944861188175652,8.16988855134747e-14,inf,inf,0.0,1049.1257889534168,22700,0.11066595323975695,Inconclusive
exp1,0.001,0.01,2.6316269840244892,8.970096062396911e-14,inf,inf,0.0,1105.4365127720714,22700,0.12815403330999628,Inconclusive
exp1,0.001,0.01,2.8687678492314133,9.788511135132684e-14,inf,inf,0.0,1167.6535424130436,22700,0.1475650635028946,Inconclusive
exp1,0.001,0.01,3.105112939722878,1.0617965756711458e-13,inf,inf,0.0,1236.4090548309052,22700,0.16912730197999898,Inconclusive
exp1,0.001,0.01,3.342253804929802,1.141374406876503e-13,inf,inf,0.0,1313.755944591358,22700,0.1934319737691459,Inconclusive
exp1,0.001,0.01,3.578598895421266,1.2196545080266916e-13,,,0.0,1401.5238954702174,22700,0.22094677816018635,Inconclusive
exp1,0.001,0.01,3.8157397606281904,1.2992159702202997e-13,,,0.0,1502.5920067067802,22700,0.25257709533009526,Inconclusive
exp1,0.001,0.01,4.052880625835114,1.3800308372443712e-13,,,0.0,1619.3113700626707,22700,0.2891134660317847,Inconclusive
exp1,0.001,0.01,4.2892257163265795,1.4606280072030696e-13,,,0.0,1755.6552903371235,22700,0.33173576300963864,Inconclusive
exp1,0.001,0.01,4.5263665815335035,1.5425580585286225e-13,,,0.0,1918.9302502577384,22700,0.3826335575797511,Inconclusive
exp1,0.001,0.01,4.7635074467404275,1.6239983299652918e-13,,,0.0,2115.3790753470944,22700,0.4439041400041746,Inconclusive
exp1,0.001,0.01,4.999852537231892,1.704723579068046e-13,,,0.0,2352.814007085214,22700,0.5182256864739974,Inconclusive
exp1,0.001,0.02,0.4997465213085514,1.6898709670096843e-14,3.598699203904842e+40,3.5986992039048424e+52,0.0,738.7031154159419,22700,0.01626274503122935,Inconclusive
exp1,0.001,0.02,0.7368873865154757,2.4869099824433206e-14,2.982524458400822e+61,2.982524458400822e+73,0.0,767.8488583954555,22700,0.024925909185106558,Inconclusive
exp1,0.001,0.02,0.9740282517223995,3.291916440135594e-14,2.824944652250635e+82,2.824944652250635e+94,0.0,799.1194511366946,22700,0.034289203608283615,Inconclusive
exp1,0.001,0.02,1.210373342213864,4.1178364099331654e-14,2.5134976156679753e+103,2.5134976156679755e+115,0.0,832.7702437792677,22700,0.04440365212596329,Inconclusive
exp1,0.001,0.02,1.4475142074207883,4.9409640435557605e-14,2.873516654035395e+124,2.8735166540353954e+136,0.0,869.3039321382312,22700,0.05543303049942055,Inconclusive
exp1,0.001,0.02,1.6838592979122529,5.753594836974716e-14,3.042821500321204e+145,3.0428215003212043e+157,0.0,908.6895972805502,22700,0.06740552543158568,Inconclusive
exp1,0.001,0.02,1.9210001631191767,6.564688619768329e-14,inf,inf,0.0,951.5146825638302,22700,0.08052246081125151,Inconclusive
exp1,0.001,0.02,2.158141028326101,7.370753581627366e-14,inf,inf,0.0,998.1686887830399,22700,0.0948981850419888,Inconclusive
exp1,0.001,0.02,2.3944861188175652,8.16988855134747e-14,inf,inf,0.0,1049.1257889534168,22700,0.11066595323975695,Inconclusive
exp1,0.001,0.02,2.6316269840244892,8.970096062396911e-14,inf,inf,0.0,1105.4365127720714,22700,0.12815403330999628,Inconclusive
exp1,0.001,0.02,2.8687678492314133,9.788511135132684e-14,inf,inf,0.0,1167.6535424130436,22700,0.1475650635028946,Inconclusive
exp1,0.001,0.02,3.105112939722878,1.0617965756711458e-13,inf,inf,0.0,1236.4090548309052,22700,0.16912730197999898,Inconclusive
exp1,0.001,0.02,3.342253804929802,1.141374406876503e-13,inf,inf,0.0,1313.755944591358,22700,0.1934319737691459,Inconclusive
exp1,0.001,0.02,3.578598895421266,1.2196545080266916e-13,,,0.0,1401.5238954702174,22700,0.22094677816018635,Inconclusive
exp1,0.001,0.02,3.8157397606281904,1.2992159702202997e-13,,,0.0,1502.5920067067802,22700,0.25257709533009526,Inconclusive
exp1,0.001,0.02,4.052880625835114,1.3800308372443712e-13,,,0.0,1619.3113700626707,22700,0.2891134660317847,Inconclusive
exp1,0.001,0.02,4.2892257163265795,1.4606280072030696e-13,,,0.0,1755.6552903371235,22700,0.33173576300963864,Inconclusive
exp1,0.001,0.02,4.5263665815335035,1.5425580585286225e-13,,,0.0,1918.9302502577384,22700,0.3826335575797511,Inconclusive
exp1,0.001,0.02,4.7635074467404275,1.6239983299652918e-13,,,0.0,2115.3790753470944,22700,0.4439041400041746,Inconclusive
exp1,0.001,0.02,4.999852537231892,1.704723579068046e-13,,,0.0,2352.814007085214,22700,0.5182256864739974,Inconclusive
exp1,0.001,0.05,0.4997465213085514,1.6898709670096843e-14,3.327897445104262e+41,3.3278974451042623e+53,0.0,738.7031154159419,22700,0.01626274503122935,Inconclusive
exp1,0.001,0.05,0.7368873865154757,2.4869099824433206e-14,5.024254679404875e+62,5.024254679404875e+74,0.0,767.8488583954555,22700,0.024925909185106558,Inconclusive
exp1,0.001,0.05,0.9740282517223995,3.291916440135594e-14,7.800547545565479e+83,7.800547545565479e+95,0.0,799.1194511366946,22700,0.034289203608283615,Inconclusive
exp1,0.001,0.05,1.210373342213864,4.1178364099331654e-14,1.0344523941254107e+105,1.0344523941254107e+117,0.0,832.7702437792677,22700,0.04440365212596329,Inconclusive
exp1,0.001,0.05,1.4475142074207883,4.9409640435557605e-14,1.617735580477384e+126,1.617735580477384e+138,0.0,869.3039321382312,22700,0.05543303049942055,Inconclusive
exp1,0.001,0.05,1.6838592979122529,5.753594836974716e-14,2.1472705409197505e+147,2.1472705409197505e+159,0.0,908.6895972805502,22700,0.06740552543158568,Inconclusive
exp1,0.001,0.05,1.9210001631191767,6.564688619768329e-14,inf,inf,0.0,951.5146825638302,22700,0.08052246081125151,Inconclusive
exp1,0.001,0.05,2.158141028326101,7.370753581627366e-14,inf,inf,0.0,998.1686887830399,22700,0.0948981850419888,Inconclusive
