exp,nu,noise_rel,tau,rmse_fwd,rmse_bwd,growth_ratio,skill,loss_rate,capacity,z_tau,verdict
exp1,0.001,0.01,3.3422538049298023,1.1795613334025953e-13,3.316798998172916e+70,3.316798998172916e+82,0.0,889.2180246776435,5524,0.5380145413452239,Supported
exp1,0.001,0.01,3.578598895421267,1.2623477469935455e-13,6.142670511595668e+75,6.1426705115956675e+87,0.0,950.0819464649172,5524,0.6154891752677479,Supported
exp1,0.001,0.01,3.815739760628191,1.3447158524423542e-13,1.1834897688090696e+81,1.1834897688090695e+93,0.0,1020.015729429028,5524,0.7045826530138503,Supported
exp1,0.001,0.01,4.052880625835115,1.428816648214719e-13,2.2757334724606437e+86,2.2757334724606438e+98,0.0,1100.8551705481034,5524,0.8076818596243338,Supported
exp1,0.001,0.01,4.28922571632658,1.5129100528893134e-13,4.190110840983334e+91,4.190110840983334e+103,0.0,1195.2883813142696,5524,0.9281067457566141,Supported
exp1,0.001,0.01,4.5263665815335035,1.594376385557927e-13,8.010080923283655e+96,8.010080923283655e+108,0.0,1307.3169669437411,5524,1.0712157550046868,Supported
exp1,0.001,0.01,4.763507446740428,1.6777352714076906e-13,1.5250526811011815e+102,1.5250526811011816e+114,0.0,1440.9737258615144,5524,1.2425939669983026,Supported
exp1,0.001,0.01,4.9998525372318925,1.7622534813381977e-13,2.7736150817798866e+107,2.7736150817798867e+119,0.0,1603.2241941140446,5524,1.4511014762296637,Supported
exp1,0.001,0.02,0.49974652130855146,1.7511022725163516e-14,54140487.3182726,5.41404873182726e+19,0.0391020999275887,517.3436267676261,5524,0.04497306198038672,Supported
exp1,0.001,0.02,0.7368873865154758,2.590430325809686e-14,6623824707100.693,6.623824707100694e+24,0.0389210716871832,536.065190027135,5524,0.06872648220841482,Supported
exp1,0.001,0.02,0.9740282517223996,3.4146905309228187e-14,9.068640482314756e+17,9.068640482314756e+29,0.0,556.2063916746882,5524,0.09807399335259248,Supported
exp1,0.001,0.02,1.210373342213864,4.2358523533364764e-14,1.28726475980007e+23,1.28726475980007e+35,0.0,577.7301815772257,5524,0.1265874747960625,Supported
exp1,0.001,0.02,1.4475142074207885,5.063549040696462e-14,2.0160070810720534e+28,2.0160070810720536e+40,0.0,600.8520119294851,5524,0.1574478319741663,Supported
exp1,0.001,0.02,1.683859297912253,5.930474475613021e-14,3.177354529703409e+33,3.177354529703409e+45,0.0,625.5613157162816,5524,0.19068740729237565,Supported
exp1,0.001,0.02,1.9210001631191769,6.770030474149285e-14,5.4148705275860546e+38,5.414870527586055e+50,0.0,652.2758193872451,5524,0.2268323597830544,Supported
exp1,0.001,0.02,2.158141028326101,7.59076106757481e-14,9.517721978659633e+43,9.517721978659634e+55,0.0,681.3202831186084,5524,0.2661812556895409,Supported
exp1,0.001,0.02,2.3944861188175657,8.413299828297563e-14,1.6467074655077692e+49,1.6467074655077693e+61,0.0,713.2004538795464,5524,0.3091507217141494,Supported
exp1,0.001,0.02,2.6316269840244897,9.252067520555764e-14,3.0252995211984735e+54,3.0252995211984734e+66,0.0,748.9763166013288,5524,0.35681142019611267,Supported
exp1,0.001,0.02,2.8687678492314137,1.0108783620499533e-13,5.640104597480154e+59,5.640104597480154e+71,0.0,789.5673847662217,5524,0.4100444475414674,Supported
exp1,0.001,0.02,3.1051129397228783,1.0956403618410641e-13,1.0201916855077849e+65,1.0201916855077849e+77,0.0,835.8839656668666,5524,0.46986135371090904,Supported
exp1,0.001,0.02,3.3422538049298023,1.1795613334025953e-13,1.9359237115020804e+70,1.9359237115020803e+82,0.0,889.2180246776435,5524,0.5380145413452239,Supported
exp1,0.001,0.02,3.578598895421267,1.2623477469935455e-13,3.542516855203663e+75,3.542516855203663e+87,0.0,950.0819464649172,5524,0.6154891752677479,Supported
exp1,0.001,0.02,3.815739760628191,1.3447158524423542e-13,6.768005604035508e+80,6.768005604035507e+92,0.0,1020.015729429028,5524,0.7045826530138503,Supported
exp1,0.001,0.02,4.052880625835115,1.428816648214719e-13,1.293827832842255e+86,1.293827832842255e+98,0.0,1100.8551705481034,5524,0.8076818596243338,Supported
exp1,0.001,0.02,4.28922571632658,1.5129100528893134e-13,2.372619319859964e+91,2.3726193198599644e+103,0.0,1195.2883813142696,5524,0.9281067457566141,Supported
exp1,0.001,0.02,4.5263665815335035,1.594376385557927e-13,4.522995660090488e+96,4.5229956600904886e+108,0.0,1307.3169669437411,5524,1.0712157550046868,Supported
exp1,0.001,0.02,4.763507446740428,1.6777352714076906e-13,8.594869270953986e+101,8.594869270953987e+113,0.0,1440.9737258615144,5524,1.2425939669983026,Supported
exp1,0.001,0.02,4.9998525372318925,1.7622534813381977e-13,1.5610923615703016e+107,1.5610923615703016e+119,0.0,1603.2241941140446,5524,1.4511014762296637,Supported
exp1,0.001,0.05,0.49974652130855146,1.7511022725163516e-14,162549678.21475503,1.6254967821475502e+20,0.0387400434467777,517.3436267676261,5524,0.044990007369226356,Supported
