cell_id,theta_skew_deg,z,regime
211,79.934,2.127,low
212,77.853,2.184,low
213,78.573,2.164,low
214,61.301,2.773,low
215,86.735,1.960,low
216,73.492,2.313,low
217,77.718,2.187,low
218,67.268,2.527,low
219,84.099,2.021,low
220,89.562,1.898,low
221,80.231,2.119,low
222,83.994,2.024,low
223,87.721,1.938,low
224,79.552,2.137,low
225,87.816,1.936,low
226,87.463,1.944,low
227,88.436,1.922,low
228,78.417,2.168,low
229,80.883,2.102,low
230,88.260,1.926,low
231,88.260,1.926,low
232,75.727,2.245,low
233,69.804,2.435,low
234,76.541,2.221,low
235,74.929,2.269,low
236,68.266,2.490,low
237,86.213,1.972,low
238,86.206,1.972,low
239,89.444,1.901,low
240,85.316,1.993,low
241,71.452,2.379,low
242,77.873,2.183,low
243,80.871,2.102,low
244,86.911,1.956,low
245,78.873,2.155,low
246,84.581,2.010,low
247,86.135,1.974,low
248,83.706,2.031,low
249,83.706,2.031,low
250,79.062,2.150,low
251,89.000,1.910,low
252,89.000,1.910,low
253,74.929,2.269,low
254,75.414,2.254,low
255,83.562,2.034,low
256,86.673,1.961,low
257,65.546,2.594,low
258,86.683,1.961,low
259,73.864,2.302,low
260,77.223,2.201,low
261,80.351,2.116,low
262,84.020,2.023,low
263,84.020,2.023,low
264,71.908,2.364,low
265,88.980,1.911,low
266,73.913,2.300,low
267,73.913,2.300,low
268,89.311,1.903,low
269,89.589,1.898,low
270,89.589,1.898,low
271,77.127,2.204,low
272,85.458,1.989,low
273,88.766,1.915,low
274,88.766,1.915,low
275,87.261,1.948,low
276,87.261,1.948,low
277,69.908,2.432,low
278,62.812,2.706,low
279,84.266,2.017,low
280,84.266,2.017,low
281,87.099,1.952,low
282,81.832,2.077,low
283,81.832,2.077,low
284,74.182,2.292,low
285,89.513,1.899,low
286,88.475,1.921,low
287,86.085,1.975,low
288,86.085,1.975,low
289,88.069,1.930,low
290,72.212,2.354,low
291,80.935,2.100,low
292,78.730,2.159,low
293,82.550,2.059,low
294,84.061,2.022,low
295,78.582,2.163,low
296,89.771,1.894,low
297,88.405,1.923,low
298,89.771,1.894,low
299,87.175,1.950,low
300,88.239,1.927,low
301,75.118,2.263,low
302,87.105,1.952,low
303,86.787,1.959,low
304,86.899,1.956,low
305,86.899,1.956,low
306,64.747,2.626,low
307,77.655,2.189,low
308,82.047,2.072,low
309,63.282,2.686,low
310,80.786,2.104,low
311,78.015,2.179,low
312,67.656,2.513,low
313,87.279,1.948,low
314,81.831,2.077,low
315,83.917,2.026,low
316,81.831,2.077,low
317,83.917,2.026,low
318,89.133,1.907,low
319,81.560,2.084,low
320,86.346,1.969,low
321,84.322,2.016,low
322,71.031,2.393,low
323,81.162,2.095,low
324,89.571,1.898,low
325,89.716,1.895,low
326,89.716,1.895,low
327,88.773,1.915,low
328,89.369,1.902,low
329,85.002,2.000,low
330,85.002,2.000,low
331,80.319,2.117,low
332,77.539,2.192,low
333,87.033,1.953,low
334,86.717,1.960,low
335,59.454,2.859,low
336,68.665,2.476,low
337,84.885,2.003,low
338,71.450,2.379,low
339,85.474,1.989,low
340,80.860,2.102,low
341,76.619,2.219,low
342,85.050,1.999,low
343,83.365,2.039,low
344,85.333,1.992,low
345,79.530,2.138,low
346,83.087,2.046,low
347,86.453,1.966,low
348,79.445,2.140,low
349,80.745,2.105,low
350,85.145,1.997,low
351,83.226,2.043,low
352,85.145,1.997,low
353,79.552,2.137,low
354,87.044,1.953,low
355,79.552,2.137,low
356,88.069,1.930,low
357,85.107,1.997,low
358,82.294,2.066,low
359,73.938,2.299,low
360,74.307,2.288,low
361,68.870,2.468,low
362,82.294,2.066,low
363,69.655,2.441,low
364,87.891,1.934,low
365,79.302,2.144,low
366,83.623,2.033,low
367,83.159,2.044,low
368,74.696,2.276,low
369,87.891,1.934,low
370,76.920,2.210,low
371,88.069,1.930,low
372,78.541,2.164,low
373,87.077,1.952,low
374,84.003,2.024,low
375,89.866,1.892,low
376,89.866,1.892,low
377,70.284,2.419,low
378,86.825,1.958,low
379,59.449,2.860,low
380,73.935,2.299,low
381,80.464,2.113,low
382,85.541,1.987,low
383,85.231,1.995,low
384,85.541,1.987,low
385,89.580,1.898,low
386,65.815,2.583,low
387,75.270,2.259,low
388,88.875,1.913,low
389,77.138,2.204,low
390,85.191,1.996,low
391,89.929,1.890,low
392,80.822,2.103,low
393,74.038,2.296,low
394,72.609,2.341,low
395,80.987,2.099,low
396,88.932,1.912,low
397,76.473,2.223,low
398,76.473,2.223,low
399,80.966,2.100,low
400,68.944,2.466,low
401,81.088,2.096,low
402,89.479,1.900,low
403,87.678,1.939,low
404,80.425,2.114,low
405,83.004,2.048,low
406,84.122,2.021,low
407,80.845,2.103,low
408,83.602,2.033,low
409,83.602,2.033,low
410,87.400,1.945,low
411,76.252,2.229,low
412,81.057,2.097,low
413,85.746,1.983,low
414,84.178,2.020,low
415,89.749,1.894,low
416,84.415,2.014,low
417,83.736,2.030,low
418,83.403,2.038,low
419,64.659,2.629,low
420,67.359,2.524,low
421,67.009,2.537,low
422,82.901,2.051,low
423,70.769,2.402,low
424,79.134,2.148,low
425,84.803,2.005,low
426,81.865,2.077,low
427,79.188,2.147,low
428,74.943,2.268,low
429,88.944,1.911,low
430,88.944,1.911,low
431,87.729,1.938,low
432,86.567,1.964,low
433,83.483,2.036,low
434,87.951,1.933,low
435,78.873,2.155,low
436,79.741,2.132,low
437,85.978,1.977,low
438,85.794,1.981,low
439,69.373,2.451,low
440,79.759,2.131,low
441,87.309,1.947,low
442,86.925,1.956,low
443,81.162,2.095,low
444,87.406,1.945,low
445,88.183,1.928,low
446,73.991,2.298,low
447,77.301,2.199,low
448,83.337,2.040,low
449,76.820,2.213,low
450,79.953,2.126,low
451,83.375,2.039,low
452,76.007,2.237,low
453,55.830,3.045,trans
454,87.435,1.944,low
455,88.857,1.913,low
456,80.837,2.103,low
457,88.239,1.927,low
458,88.239,1.927,low
459,86.951,1.955,low
460,85.899,1.979,low
461,73.017,2.328,low
462,85.899,1.979,low
463,66.066,2.573,low
464,56.540,3.007,trans
465,86.873,1.957,low
466,88.410,1.923,low
467,84.859,2.003,low
468,52.510,3.237,trans
469,70.834,2.400,low
470,70.834,2.400,low
471,83.880,2.027,low
472,76.847,2.212,low
473,79.444,2.140,low
474,75.110,2.263,low
475,85.643,1.985,low
476,84.410,2.014,low
477,84.410,2.014,low
478,81.534,2.085,low
479,81.534,2.085,low
480,79.931,2.127,low
481,81.302,2.091,low
482,74.007,2.297,low
483,86.258,1.971,low
484,83.254,2.042,low
485,83.295,2.041,low
486,76.364,2.226,low
487,76.364,2.226,low
488,68.978,2.465,low
489,83.254,2.042,low
490,77.533,2.193,low
491,76.934,2.210,low
492,86.646,1.962,low
493,85.090,1.998,low
494,73.668,2.308,low
495,75.344,2.256,low
496,88.269,1.926,low
497,88.269,1.926,low
498,61.980,2.743,low
499,78.737,2.159,low
500,85.243,1.994,low
501,85.243,1.994,low
502,81.360,2.089,low
503,78.864,2.156,low
504,89.862,1.892,low
505,72.612,2.341,low
506,89.104,1.908,low
507,72.081,2.358,low
508,83.130,2.045,low
509,70.930,2.397,low
510,88.605,1.919,low
511,82.991,2.048,low
512,82.555,2.059,low
513,82.991,2.048,low
514,85.448,1.990,low
515,85.448,1.990,low
516,88.391,1.923,low
517,85.543,1.987,low
518,86.842,1.958,low
519,82.937,2.050,low
520,73.012,2.328,low
521,74.968,2.268,low
522,81.004,2.099,low
523,71.913,2.364,low
524,78.087,2.177,low
525,78.359,2.169,low
526,66.312,2.564,low
527,71.695,2.371,low
528,71.695,2.371,low
529,85.955,1.978,low
530,85.955,1.978,low
531,83.213,2.043,low
532,89.367,1.902,low
533,89.367,1.902,low
534,73.674,2.307,low
535,50.595,3.360,trans
536,82.590,2.058,low
537,81.179,2.094,low
538,89.347,1.903,low
539,75.145,2.262,low
540,56.086,3.031,trans
541,82.590,2.058,low
542,83.133,2.045,low
543,80.110,2.122,low
544,73.372,2.317,low
545,76.674,2.217,low
546,87.980,1.932,low
547,89.231,1.905,low
548,89.294,1.904,low
549,76.357,2.226,low
550,84.490,2.012,low
551,87.974,1.932,low
552,84.795,2.005,low
553,79.137,2.148,low
554,79.865,2.129,low
555,87.974,1.932,low
556,89.290,1.904,low
557,86.401,1.968,low
558,60.673,2.802,low
559,67.404,2.522,low
560,75.514,2.251,low
561,82.533,2.060,low
562,72.294,2.351,low
563,79.297,2.144,low
564,82.535,2.060,low
565,80.425,2.114,low
566,81.998,2.073,low
567,88.298,1.925,low
568,89.110,1.908,low
569,89.110,1.908,low
570,86.638,1.962,low
571,65.670,2.589,low
572,88.825,1.914,low
573,85.783,1.982,low
574,85.783,1.982,low
575,76.986,2.208,low
576,88.825,1.914,low
577,81.682,2.081,low
578,81.066,2.097,low
579,82.291,2.066,low
580,81.066,2.097,low
581,79.392,2.141,low
582,67.429,2.521,low
583,76.766,2.215,low
584,89.015,1.910,low
585,76.230,2.230,low
586,79.000,2.152,low
587,77.116,2.204,low
588,87.196,1.950,low
589,86.666,1.962,low
590,79.049,2.151,low
591,83.394,2.039,low
592,89.318,1.903,low
593,82.677,2.056,low
594,87.665,1.939,low
595,77.481,2.194,low
596,80.112,2.122,low
597,87.689,1.939,low
598,85.807,1.981,low
599,74.907,2.269,low
600,85.238,1.994,low
601,88.039,1.931,low
602,84.422,2.014,low
603,84.422,2.014,low
604,83.017,2.048,low
605,89.757,1.894,low
606,87.421,1.945,low
607,71.058,2.392,low
608,86.463,1.966,low
609,58.650,2.899,low
610,48.237,3.524,trans
611,45.022,3.776,trans
612,37.615,4.519,trans
613,69.223,2.456,low
614,69.223,2.456,low
615,77.729,2.187,low
616,87.665,1.939,low
617,87.401,1.945,low
618,75.204,2.261,low
619,84.876,2.003,low
620,71.585,2.375,low
621,72.806,2.335,low
622,66.766,2.546,low
623,74.079,2.295,low
624,87.131,1.951,low
625,89.538,1.899,low
626,84.350,2.015,low
627,61.488,2.765,low
628,89.716,1.895,low
629,86.569,1.964,low
630,75.005,2.267,low
631,85.763,1.982,low
632,88.446,1.922,low
633,88.446,1.922,low
634,87.895,1.934,low
635,86.444,1.967,low
636,86.444,1.967,low
637,89.315,1.903,low
638,79.040,2.151,low
639,71.071,2.392,low
640,89.315,1.903,low
641,84.361,2.015,low
642,89.318,1.903,low
643,79.606,2.136,low
644,86.683,1.961,low
645,81.875,2.076,low
646,62.938,2.701,low
647,88.044,1.931,low
648,89.007,1.910,low
649,69.258,2.455,low
650,71.519,2.377,low
651,88.352,1.924,low
652,85.405,1.991,low
653,88.690,1.917,low
654,69.007,2.464,low
655,82.254,2.067,low
656,83.545,2.035,low
657,88.582,1.919,low
658,89.503,1.899,low
659,79.144,2.148,low
660,89.503,1.899,low
661,80.938,2.100,low
662,83.170,2.044,low
663,81.023,2.098,low
664,75.542,2.250,low
665,82.217,2.068,low
666,85.033,1.999,low
667,79.269,2.145,low
668,85.238,1.994,low
669,89.398,1.902,low
670,89.398,1.902,low
671,84.086,2.022,low
672,89.244,1.905,low
673,84.086,2.022,low
674,88.861,1.913,low
675,88.861,1.913,low
676,79.766,2.131,low
677,85.241,1.994,low
678,76.336,2.227,low
679,79.808,2.130,low
680,81.550,2.085,low
681,82.651,2.057,low
682,87.422,1.945,low
683,80.281,2.118,low
684,72.371,2.349,low
685,74.659,2.277,low
686,82.947,2.050,low
687,85.677,1.984,low
688,83.374,2.039,low
689,89.760,1.894,low
690,87.389,1.945,low
691,87.363,1.946,low
692,87.363,1.946,low
693,70.837,2.400,low
694,67.855,2.505,low
695,89.063,1.909,low
696,87.340,1.946,low
697,87.878,1.935,low
698,75.542,2.250,low
699,81.936,2.075,low
700,81.936,2.075,low
701,82.191,2.068,low
702,81.386,2.089,low
703,87.451,1.944,low
704,87.451,1.944,low
705,89.471,1.900,low
706,86.179,1.973,low
707,83.756,2.030,low
708,68.243,2.491,low
709,89.878,1.891,low
710,89.878,1.891,low
711,88.948,1.911,low
712,81.993,2.073,low
713,87.108,1.952,low
714,87.030,1.953,low
715,89.295,1.904,low
716,88.948,1.911,low
717,77.518,2.193,low
718,87.943,1.933,low
719,87.670,1.939,low
720,89.078,1.908,low
721,83.312,2.041,low
722,89.078,1.908,low
723,81.868,2.077,low
724,84.047,2.023,low
725,84.858,2.003,low
726,72.965,2.330,low
727,84.919,2.002,low
728,78.873,2.155,low
729,76.076,2.235,low
730,52.059,3.266,trans
731,45.491,3.737,trans
732,75.590,2.249,low
733,61.976,2.743,low
734,85.776,1.982,low
735,85.843,1.980,low
736,85.843,1.980,low
737,88.009,1.932,low
738,88.009,1.932,low
739,87.620,1.940,low
740,79.127,2.148,low
741,79.127,2.148,low
742,87.298,1.947,low
743,68.350,2.487,low
744,85.768,1.982,low
745,85.137,1.997,low
746,79.153,2.148,low
747,79.350,2.142,low
748,79.153,2.148,low
749,64.643,2.630,low
750,36.233,4.692,trans
751,81.299,2.091,low
752,85.204,1.995,low
753,78.463,2.167,low
754,76.865,2.212,low
755,85.609,1.986,low
756,85.874,1.980,low
757,88.217,1.927,low
758,85.411,1.990,low
759,85.411,1.990,low
760,86.047,1.976,low
761,73.961,2.299,low
762,73.132,2.325,low
763,83.735,2.030,low
764,81.970,2.074,low
765,87.386,1.945,low
766,80.320,2.117,low
767,84.736,2.006,low
768,76.381,2.226,low
769,76.381,2.226,low
770,73.216,2.322,low
771,87.776,1.937,low
772,85.503,1.988,low
773,84.991,2.000,low
774,86.163,1.973,low
775,89.975,1.889,low
776,75.529,2.251,low
777,75.401,2.255,low
778,75.529,2.251,low
779,67.668,2.512,low
780,88.518,1.921,low
781,79.872,2.128,low
782,81.196,2.094,low
783,78.061,2.178,low
784,82.041,2.072,low
785,82.041,2.072,low
786,64.304,2.644,low
787,64.304,2.644,low
788,86.858,1.957,low
789,77.960,2.181,low
790,85.914,1.979,low
791,77.951,2.181,low
792,88.499,1.921,low
793,79.030,2.151,low
794,74.372,2.286,low
795,77.552,2.192,low
796,86.456,1.966,low
797,89.190,1.906,low
798,84.914,2.002,low
799,70.419,2.414,low
800,70.419,2.414,low
801,66.493,2.557,low
802,83.223,2.043,low
803,85.496,1.988,low
804,69.807,2.435,low
805,69.802,2.435,low
806,87.700,1.938,low
807,87.700,1.938,low
808,76.688,2.217,low
809,76.688,2.217,low
810,69.079,2.461,low
811,88.287,1.926,low
812,71.502,2.378,low
813,89.562,1.898,low
814,89.201,1.906,low
815,86.470,1.966,low
816,85.950,1.978,low
817,83.397,2.038,low
818,84.399,2.014,low
819,84.102,2.021,low
820,78.591,2.163,low
821,83.125,2.045,low
822,83.125,2.045,low
823,76.301,2.228,low
824,79.819,2.130,low
825,86.359,1.969,low
826,84.372,2.015,low
827,88.605,1.919,low
828,85.784,1.982,low
829,88.036,1.931,low
830,89.020,1.910,low
831,89.774,1.894,low
832,80.767,2.105,low
833,78.873,2.155,low
834,84.919,2.002,low
835,84.003,2.024,low
836,84.375,2.015,low
837,87.171,1.950,low
838,89.635,1.897,low
839,89.024,1.910,low
840,75.981,2.237,low
841,83.819,2.028,low
842,85.812,1.981,low
843,84.371,2.015,low
844,89.029,1.909,low
845,76.375,2.226,low
846,86.826,1.958,low
847,87.891,1.934,low
848,78.217,2.173,low
849,83.074,2.046,low
850,61.071,2.784,low
851,84.280,2.017,low
852,88.456,1.922,low
853,87.178,1.950,low
854,82.843,2.052,low
855,79.680,2.134,low
856,76.444,2.224,low
857,60.975,2.788,low
858,86.637,1.962,low
859,74.460,2.283,low
860,84.360,2.015,low
861,79.026,2.151,low
862,76.946,2.209,low
863,81.129,2.095,low
864,86.132,1.974,low
865,85.892,1.979,low
866,85.892,1.979,low
867,80.986,2.099,low
868,69.554,2.444,low
869,83.920,2.026,low
870,89.933,1.890,low
871,84.005,2.024,low
872,76.939,2.210,low
873,66.358,2.562,low
874,70.249,2.420,low
875,78.483,2.166,low
876,77.171,2.203,low
877,77.171,2.203,low
878,86.213,1.972,low
879,85.005,2.000,low
880,79.550,2.137,low
881,86.955,1.955,low
882,72.957,2.330,low
883,72.957,2.330,low
884,62.837,2.705,low
885,75.897,2.240,low
886,73.184,2.323,low
887,89.213,1.906,low
888,89.607,1.897,low
889,89.607,1.897,low
890,82.517,2.060,low
891,86.206,1.972,low
892,78.909,2.154,low
893,85.217,1.995,low
894,85.217,1.995,low
895,89.213,1.906,low
896,87.585,1.941,low
897,87.585,1.941,low
898,64.538,2.634,low
899,82.616,2.058,low
900,83.858,2.027,low
901,83.858,2.027,low
902,77.238,2.201,low
903,88.573,1.919,low
904,88.847,1.913,low
905,81.247,2.092,low
906,87.527,1.942,low
907,74.317,2.287,low
908,85.458,1.989,low
909,85.556,1.987,low
910,85.556,1.987,low
911,84.702,2.007,low
912,85.316,1.993,low
913,75.781,2.243,low
914,60.816,2.795,low
915,85.815,1.981,low
916,87.991,1.932,low
917,87.991,1.932,low
918,85.943,1.978,low
919,79.151,2.148,low
920,57.094,2.978,low
921,84.188,2.019,low
922,83.535,2.035,low
923,86.594,1.963,low
924,88.762,1.915,low
925,77.391,2.197,low
926,77.391,2.197,low
927,77.314,2.199,low
928,87.288,1.948,low
929,85.815,1.981,low
930,85.491,1.989,low
931,76.756,2.215,low
932,78.390,2.169,low
933,72.620,2.341,low
934,81.794,2.078,low
935,66.945,2.539,low
936,89.178,1.906,low
937,87.165,1.950,low
938,85.104,1.998,low
939,87.363,1.946,low
940,86.911,1.956,low
941,74.776,2.273,low
942,77.254,2.201,low
943,83.816,2.028,low
944,87.004,1.954,low
945,87.004,1.954,low
946,87.032,1.953,low
947,89.727,1.895,low
948,62.927,2.702,low
949,81.847,2.077,low
950,66.448,2.558,low
951,85.846,1.980,low
952,68.329,2.488,low
953,86.313,1.970,low
954,85.465,1.989,low
955,69.449,2.448,low
956,89.543,1.899,low
957,66.409,2.560,low
958,89.543,1.899,low
959,62.920,2.702,low
960,79.610,2.135,low
961,87.397,1.945,low
962,84.683,2.007,low
963,83.408,2.038,low
964,88.913,1.912,low
965,88.269,1.926,low
966,86.982,1.954,low
967,86.214,1.972,low
968,74.633,2.278,low
969,76.108,2.234,low
970,87.145,1.951,low
971,87.145,1.951,low
972,74.983,2.267,low
973,82.879,2.051,low
974,87.428,1.944,low
975,87.428,1.944,low
976,80.733,2.106,low
977,84.903,2.002,low
978,80.156,2.121,low
979,78.050,2.178,low
980,86.574,1.964,low
981,88.547,1.920,low
982,76.985,2.208,low
983,64.499,2.636,low
984,88.663,1.917,low
985,88.663,1.917,low
986,88.980,1.911,low
987,86.573,1.964,low
988,60.876,2.793,low
989,86.573,1.964,low
990,71.683,2.372,low
991,85.316,1.993,low
992,83.242,2.042,low
993,81.776,2.079,low
994,83.242,2.042,low
995,84.712,2.007,low
996,88.468,1.922,low
997,88.468,1.922,low
998,74.674,2.277,low
999,88.547,1.920,low
1000,73.080,2.326,low
1001,76.846,2.212,low
1002,79.646,2.134,low
1003,79.646,2.134,low
1004,85.846,1.980,low
1005,88.945,1.911,low
1006,88.945,1.911,low
1007,77.714,2.188,low
1008,87.045,1.953,low
1009,87.464,1.944,low
1010,80.308,2.117,low
1011,80.210,2.119,low
1012,80.308,2.117,low
1013,86.954,1.955,low
1014,87.602,1.941,low
1015,74.646,2.277,low
1016,87.602,1.941,low
1017,73.364,2.317,low
1018,87.205,1.949,low
1019,82.022,2.073,low
1020,79.965,2.126,low
1021,79.695,2.133,low
1022,82.223,2.068,low
1023,74.476,2.283,low
1024,81.512,2.086,low
1025,85.632,1.985,low
1026,80.161,2.121,low
1027,83.293,2.041,low
1028,83.293,2.041,low
1029,76.276,2.229,low
1030,73.429,2.315,low
1031,73.429,2.315,low
1032,74.179,2.292,low
1033,80.548,2.111,low
1034,80.548,2.111,low
1035,88.249,1.926,low
1036,69.540,2.445,low
1037,77.016,2.207,low
1038,78.841,2.156,low
1039,87.236,1.949,low
1040,87.236,1.949,low
1041,84.740,2.006,low
1042,56.147,3.028,trans
1043,74.182,2.292,low
1044,78.549,2.164,low
1045,88.929,1.912,low
1046,88.929,1.912,low
1047,77.358,2.198,low
1048,74.708,2.276,low
1049,81.544,2.085,low
1050,87.105,1.952,low
1051,84.736,2.006,low
1052,86.818,1.958,low
1053,86.818,1.958,low
1054,88.191,1.928,low
1055,83.412,2.038,low
1056,83.412,2.038,low
1057,81.492,2.086,low
1058,89.513,1.899,low
1059,81.492,2.086,low
1060,61.728,2.754,low
1061,76.434,2.224,low
1062,79.637,2.135,low
1063,88.239,1.927,low
1064,77.714,2.188,low
1065,77.754,2.186,low
1066,82.829,2.052,low
1067,85.115,1.997,low
1068,85.668,1.984,low
1069,85.668,1.984,low
1070,84.977,2.001,low
1071,89.847,1.892,low
1072,80.026,2.124,low
1073,84.061,2.022,low
1074,80.935,2.100,low
1075,89.842,1.892,low
1076,89.847,1.892,low
1077,79.038,2.151,low
1078,87.346,1.946,low
1079,86.684,1.961,low
1080,87.346,1.946,low
1081,81.944,2.075,low
1082,81.944,2.075,low
1083,71.612,2.374,low
1084,76.402,2.225,low
1085,80.926,2.101,low
1086,86.135,1.974,low
1087,71.688,2.371,low
1088,75.014,2.266,low
1089,87.349,1.946,low
1090,88.622,1.918,low
1091,88.622,1.918,low
1092,87.349,1.946,low
1093,77.358,2.198,low
1094,79.844,2.129,low
1095,78.773,2.158,low
1096,77.303,2.199,low
1097,84.114,2.021,low
1098,79.844,2.129,low
1099,85.042,1.999,low
1100,88.518,1.921,low
1101,88.251,1.926,low
1102,86.730,1.960,low
1103,89.165,1.907,low
1104,84.740,2.006,low
1105,80.128,2.122,low
1106,86.177,1.973,low
1107,82.759,2.054,low
1108,85.818,1.981,low
1109,82.759,2.054,low
1110,89.159,1.907,low
1111,89.842,1.892,low
1112,87.179,1.950,low
1113,75.756,2.244,low
1114,85.379,1.991,low
1115,84.915,2.002,low
1116,81.389,2.089,low
1117,75.918,2.239,low
1118,80.535,2.111,low
1119,86.985,1.954,low
1120,82.025,2.073,low
1121,86.985,1.954,low
1122,83.559,2.034,low
1123,73.298,2.319,low
1124,82.939,2.050,low
1125,74.077,2.295,low
1126,63.385,2.682,low
1127,63.385,2.682,low
1128,81.749,2.080,low
1129,85.999,1.977,low
1130,75.293,2.258,low
1131,83.067,2.047,low
1132,86.716,1.960,low
1133,74.050,2.296,low
1134,86.696,1.961,low
1135,81.657,2.082,low
1136,81.657,2.082,low
1137,76.585,2.220,low
1138,75.640,2.247,low
1139,87.178,1.950,low
1140,83.448,2.037,low
1141,83.399,2.038,low
1142,85.159,1.996,low
1143,84.040,2.023,low
1144,87.509,1.943,low
1145,87.509,1.943,low
1146,81.309,2.091,low
1147,73.392,2.316,low
1148,74.223,2.290,low
