cell_id,theta_skew_deg,z,regime
727,87.186,1.950,low
728,80.417,2.114,low
729,87.325,1.947,low
730,87.325,1.947,low
731,89.219,1.905,low
732,80.761,2.105,low
733,79.172,2.147,low
734,87.294,1.947,low
735,79.172,2.147,low
736,84.560,2.010,low
737,87.186,1.950,low
738,85.699,1.984,low
739,85.598,1.986,low
740,70.225,2.421,low
741,57.546,2.954,low
742,85.756,1.982,low
743,77.054,2.206,low
744,85.510,1.988,low
745,77.415,2.196,low
746,81.493,2.086,low
747,85.321,1.992,low
748,85.321,1.992,low
749,81.594,2.083,low
750,89.786,1.893,low
751,85.362,1.992,low
752,85.362,1.992,low
753,89.786,1.893,low
754,82.980,2.049,low
755,87.034,1.953,low
756,87.045,1.953,low
757,67.349,2.524,low
758,87.034,1.953,low
759,86.140,1.974,low
760,76.616,2.219,low
761,81.888,2.076,low
762,87.902,1.934,low
763,79.306,2.144,low
764,84.618,2.009,low
765,78.632,2.162,low
766,79.790,2.131,low
767,84.381,2.015,low
768,89.238,1.905,low
769,80.689,2.107,low
770,87.811,1.936,low
771,76.071,2.235,low
772,88.784,1.915,low
773,87.415,1.945,low
774,78.086,2.177,low
775,61.535,2.763,low
776,80.554,2.110,low
777,85.343,1.992,low
778,60.678,2.802,low
779,74.448,2.283,low
780,88.063,1.930,low
781,88.063,1.930,low
782,87.740,1.938,low
783,83.617,2.033,low
784,79.095,2.149,low
785,63.080,2.695,low
786,61.765,2.752,low
787,84.817,2.004,low
788,88.336,1.924,low
789,87.273,1.948,low
790,87.273,1.948,low
791,84.833,2.004,low
792,77.523,2.193,low
793,80.011,2.125,low
794,81.953,2.074,low
795,78.418,2.168,low
796,68.886,2.468,low
797,67.475,2.519,low
798,79.048,2.151,low
799,78.986,2.152,low
800,58.531,2.904,low
801,77.197,2.202,low
802,54.783,3.103,trans
803,78.937,2.154,low
804,62.066,2.739,low
805,62.966,2.700,low
806,68.913,2.467,low
807,87.767,1.937,low
808,81.160,2.095,low
809,86.463,1.966,low
810,63.931,2.659,low
811,81.160,2.095,low
812,85.558,1.987,low
813,88.025,1.931,low
814,81.305,2.091,low
815,89.173,1.906,low
816,89.173,1.906,low
817,81.746,2.080,low
818,88.679,1.917,low
819,88.459,1.922,low
820,87.208,1.949,low
821,87.226,1.949,low
822,80.975,2.099,low
823,80.900,2.101,low
824,65.418,2.599,low
825,79.518,2.138,low
826,86.641,1.962,low
827,83.011,2.048,low
828,83.924,2.026,low
829,81.976,2.074,low
830,89.161,1.907,low
831,61.605,2.760,low
832,80.130,2.122,low
833,87.567,1.941,low
834,80.925,2.101,low
835,82.356,2.064,low
836,89.619,1.897,low
837,86.123,1.974,low
838,72.931,2.331,low
839,80.925,2.101,low
840,76.613,2.219,low
841,76.134,2.233,low
842,80.854,2.103,low
843,87.776,1.937,low
844,87.776,1.937,low
845,88.148,1.929,low
846,88.148,1.929,low
847,62.799,2.707,low
848,55.427,3.067,trans
849,87.769,1.937,low
850,73.709,2.306,low
851,73.709,2.306,low
852,88.908,1.912,low
853,89.223,1.905,low
854,84.771,2.005,low
855,89.223,1.905,low
856,78.826,2.157,low
857,86.668,1.962,low
858,80.957,2.100,low
859,82.007,2.073,low
860,69.389,2.450,low
861,84.505,2.012,low
862,84.505,2.012,low
863,84.205,2.019,low
864,84.205,2.019,low
865,74.109,2.294,low
866,74.109,2.294,low
867,77.133,2.204,low
868,84.382,2.015,low
869,88.421,1.923,low
870,84.020,2.023,low
871,89.132,1.907,low
872,86.357,1.969,low
873,82.622,2.058,low
874,80.436,2.113,low
875,83.238,2.042,low
876,88.331,1.925,low
877,83.445,2.037,low
878,82.981,2.049,low
879,85.182,1.996,low
880,88.414,1.923,low
881,75.581,2.249,low
882,75.581,2.249,low
883,77.055,2.206,low
884,86.620,1.963,low
885,89.613,1.897,low
886,60.827,2.795,low
887,87.365,1.946,low
888,89.613,1.897,low
889,79.833,2.129,low
890,73.905,2.300,low
891,83.448,2.037,low
892,85.496,1.988,low
893,84.576,2.010,low
894,86.460,1.966,low
895,86.460,1.966,low
896,85.631,1.985,low
897,86.168,1.973,low
898,83.887,2.027,low
899,87.239,1.949,low
900,87.239,1.949,low
901,77.831,2.184,low
902,85.337,1.992,low
903,83.221,2.043,low
904,84.654,2.008,low
905,84.654,2.008,low
906,86.963,1.955,low
907,86.963,1.955,low
908,87.740,1.938,low
909,84.130,2.021,low
910,77.308,2.199,low
911,89.303,1.904,low
912,89.303,1.904,low
913,78.567,2.164,low
914,74.026,2.297,low
915,86.271,1.971,low
916,86.271,1.971,low
917,84.471,2.013,low
918,85.526,1.988,low
919,81.705,2.081,low
920,78.684,2.161,low
921,85.496,1.988,low
922,81.882,2.076,low
923,82.205,2.068,low
924,82.205,2.068,low
925,64.899,2.619,low
926,76.239,2.230,low
927,85.496,1.988,low
928,78.540,2.164,low
929,72.729,2.337,low
930,70.358,2.416,low
931,88.822,1.914,low
932,81.627,2.083,low
933,70.493,2.412,low
934,85.750,1.983,low
935,85.750,1.983,low
936,85.515,1.988,low
937,77.065,2.206,low
938,82.697,2.056,low
939,85.747,1.983,low
940,78.768,2.158,low
941,78.028,2.179,low
942,78.028,2.179,low
943,70.440,2.413,low
944,70.686,2.405,low
945,79.698,2.133,low
946,75.541,2.250,low
947,80.707,2.106,low
948,87.126,1.951,low
949,87.126,1.951,low
950,76.233,2.230,low
951,83.091,2.046,low
952,58.697,2.896,low
953,89.466,1.900,low
954,74.083,2.295,low
955,86.841,1.958,low
956,78.320,2.171,low
957,72.355,2.350,low
958,77.416,2.196,low
959,67.503,2.518,low
960,87.399,1.945,low
961,61.364,2.770,low
962,68.271,2.490,low
963,78.579,2.163,low
964,84.488,2.012,low
965,68.449,2.484,low
966,79.417,2.141,low
967,85.104,1.998,low
968,87.322,1.947,low
969,84.276,2.017,low
970,84.488,2.012,low
971,74.947,2.268,low
972,74.947,2.268,low
973,83.168,2.044,low
974,83.168,2.044,low
975,87.566,1.941,low
976,68.277,2.490,low
977,86.701,1.961,low
978,86.701,1.961,low
979,76.729,2.216,low
980,76.729,2.216,low
981,85.069,1.998,low
982,89.720,1.895,low
983,81.325,2.090,low
984,85.860,1.980,low
985,89.700,1.895,low
986,89.700,1.895,low
987,58.412,2.910,low
988,74.414,2.285,low
989,72.769,2.336,low
990,88.857,1.913,low
991,86.063,1.975,low
992,69.634,2.441,low
993,87.137,1.951,low
994,75.129,2.263,low
995,86.063,1.975,low
996,70.757,2.403,low
997,81.363,2.089,low
998,87.399,1.945,low
999,60.718,2.800,low
1000,68.440,2.484,low
1001,78.873,2.155,low
1002,89.498,1.899,low
1003,83.686,2.031,low
1004,85.053,1.999,low
1005,85.647,1.985,low
1006,85.647,1.985,low
1007,89.291,1.904,low
1008,83.100,2.046,low
1009,86.473,1.966,low
1010,83.100,2.046,low
1011,68.771,2.472,low
1012,85.693,1.984,low
1013,70.859,2.399,low
1014,77.283,2.200,low
1015,78.613,2.162,low
1016,81.966,2.074,low
1017,87.551,1.942,low
1018,89.058,1.909,low
1019,72.698,2.338,low
1020,74.410,2.285,low
1021,84.656,2.008,low
1022,88.248,1.926,low
1023,88.293,1.925,low
1024,88.293,1.925,low
1025,89.058,1.909,low
1026,81.340,2.090,low
1027,81.340,2.090,low
1028,87.754,1.937,low
1029,65.403,2.599,low
1030,82.939,2.050,low
1031,87.504,1.943,low
1032,87.504,1.943,low
1033,86.911,1.956,low
1034,89.331,1.903,low
1035,80.659,2.108,low
1036,89.820,1.893,low
1037,86.922,1.956,low
1038,89.820,1.893,low
1039,57.642,2.949,low
1040,86.198,1.972,low
1041,69.348,2.451,low
1042,88.285,1.926,low
1043,89.671,1.896,low
1044,86.223,1.972,low
1045,70.847,2.400,low
1046,79.609,2.135,low
1047,80.762,2.105,low
1048,88.045,1.931,low
1049,83.112,2.045,low
1050,87.337,1.946,low
1051,89.632,1.897,low
1052,81.418,2.088,low
1053,84.750,2.006,low
1054,77.070,2.206,low
1055,84.750,2.006,low
1056,87.626,1.940,low
1057,86.328,1.969,low
1058,80.769,2.105,low
1059,70.384,2.415,low
1060,82.389,2.063,low
1061,81.459,2.087,low
1062,83.671,2.032,low
1063,83.671,2.032,low
1064,88.252,1.926,low
1065,78.449,2.167,low
1066,84.656,2.008,low
1067,87.484,1.943,low
1068,87.794,1.936,low
1069,82.229,2.067,low
1070,80.077,2.123,low
1071,84.513,2.012,low
1072,89.381,1.902,low
1073,68.641,2.477,low
1074,80.472,2.113,low
1075,82.786,2.053,low
1076,75.750,2.244,low
1077,76.420,2.225,low
1078,89.871,1.892,low
1079,89.871,1.892,low
1080,82.310,2.065,low
1081,75.963,2.238,low
1082,75.963,2.238,low
1083,86.609,1.963,low
1084,86.609,1.963,low
1085,62.297,2.729,low
1086,73.331,2.318,low
1087,73.331,2.318,low
1088,85.409,1.990,low
1089,77.278,2.200,low
1090,83.011,2.048,low
1091,80.968,2.100,low
1092,89.942,1.890,low
1093,89.942,1.890,low
1094,87.008,1.954,low
1095,89.158,1.907,low
1096,79.263,2.145,low
1097,80.556,2.110,low
1098,87.387,1.945,low
1099,79.282,2.144,low
1100,81.507,2.086,low
1101,84.197,2.019,low
1102,88.390,1.923,low
1103,84.055,2.022,low
1104,84.895,2.002,low
1105,78.659,2.161,low
1106,82.688,2.056,low
1107,78.102,2.177,low
1108,85.674,1.984,low
1109,77.297,2.199,low
1110,83.406,2.038,low
1111,85.636,1.985,low
1112,77.923,2.182,low
1113,86.334,1.969,low
1114,72.374,2.349,low
1115,67.647,2.513,low
1116,67.943,2.502,low
1117,81.974,2.074,low
1118,81.974,2.074,low
1119,63.449,2.679,low
1120,88.414,1.923,low
1121,66.784,2.546,low
1122,72.396,2.348,low
1123,81.258,2.092,low
1124,85.831,1.981,low
1125,82.032,2.072,low
1126,88.090,1.930,low
1127,88.090,1.930,low
1128,70.061,2.426,low
1129,61.840,2.749,low
1130,70.440,2.413,low
1131,79.407,2.141,low
1132,83.342,2.040,low
1133,83.342,2.040,low
1134,82.121,2.070,low
1135,83.892,2.026,low
1136,77.506,2.193,low
1137,83.892,2.026,low
1138,86.055,1.975,low
1139,75.195,2.261,low
1140,86.055,1.975,low
1141,75.128,2.263,low
1142,86.484,1.966,low
1143,78.856,2.156,low
1144,82.956,2.049,low
1145,88.782,1.915,low
1146,77.243,2.201,low
1147,86.592,1.963,low
1148,84.778,2.005,low
